slot,data_lost,data_delay_ms,ack_lost,ack_delay_ms
571,0,20,0,20
572,0,20,0,20
573,0,20,0,20
574,0,20,0,20
575,0,20,0,20
576,0,20,0,20
577,0,20,0,20
578,0,20,0,20
579,0,20,0,20
580,0,20,0,20
581,0,20,0,20
582,0,20,0,20
583,0,20,0,20
584,0,20,0,20
585,0,20,0,20
586,0,20,0,20
587,0,20,0,20
588,0,20,0,20
589,0,20,0,20
590,0,20,0,20
591,0,20,0,20
592,0,20,0,20
593,0,20,0,20
594,0,20,0,20
595,0,20,0,20
596,0,20,0,20
597,1,20,0,20
598,0,20,0,20
599,0,20,0,20
600,0,20,0,20
601,0,20,0,20
602,0,20,0,20
603,0,20,0,20
604,0,20,0,20
605,0,20,0,20
606,0,20,0,20
607,0,20,0,20
608,0,20,0,20
609,0,20,0,20
610,0,20,0,20
611,0,20,0,20
612,0,20,0,20
613,0,20,0,20
614,0,20,0,20
615,0,20,0,20
616,0,20,0,20
617,0,20,0,20
618,0,20,0,20
619,0,20,0,20
620,0,20,0,20
621,0,20,0,20
622,0,20,0,20
623,0,20,0,20
624,0,20,0,20
625,0,20,0,20
626,0,20,0,20
627,0,20,0,20
628,0,20,0,20
629,0,20,0,20
630,0,20,0,20
631,0,20,0,20
632,0,20,0,20
633,0,20,0,20
634,0,20,0,20
635,0,20,0,20
636,0,20,0,20
637,0,20,0,20
638,0,20,0,20
639,0,20,0,20
640,0,20,0,20
641,0,20,0,20
642,0,20,0,20
643,0,20,0,20
644,0,20,0,20
645,0,20,0,20
646,0,20,0,20
647,0,20,0,20
648,0,20,0,20
649,0,20,0,20
650,0,20,0,20
651,0,20,0,20
652,0,20,0,20
653,0,20,0,20
654,0,20,0,20
655,0,20,0,20
656,0,20,0,20
657,0,20,0,20
658,0,20,0,20
659,1,20,0,20
660,0,20,0,20
661,0,20,0,20
662,0,20,0,20
663,0,20,0,20
664,0,20,0,20
665,0,20,0,20
666,0,20,0,20
667,0,20,0,20
668,0,20,0,20
669,0,20,0,20
670,0,20,0,20
671,0,20,0,20
672,0,20,0,20
673,0,20,0,20
674,0,20,0,20
675,0,20,0,20
676,0,20,0,20
677,0,20,0,20
678,1,20,0,20
679,1,20,0,20
680,1,20,0,20
681,0,20,0,20
682,1,20,0,20
683,1,20,0,20
684,1,20,0,20
685,1,20,0,20
686,0,20,0,20
687,0,20,0,20
688,0,20,0,20
689,0,20,0,20
690,0,20,0,20
691,0,20,0,20
692,0,20,0,20
693,0,20,0,20
694,0,20,0,20
695,0,20,0,20
696,0,20,0,20
697,0,20,0,20
698,0,20,0,20
699,0,20,0,20
700,0,20,0,20
701,0,20,0,20
702,0,20,0,20
703,0,20,0,20
704,0,20,0,20
705,0,20,0,20
706,0,20,0,20
707,0,20,0,20
708,0,20,0,20
709,0,20,0,20
710,0,20,0,20
711,0,20,0,20
712,0,20,0,20
713,0,20,0,20
714,0,20,0,20
715,0,20,0,20
716,0,20,0,20
717,0,20,0,20
718,0,20,0,20
719,0,20,0,20
720,0,20,0,20
721,0,20,0,20
722,0,20,0,20
723,0,20,1,20
724,0,20,0,20
725,0,20,0,20
726,0,20,0,20
727,0,20,0,20
728,0,20,0,20
729,0,20,0,20
730,0,20,0,20
731,0,20,0,20
732,0,20,0,20
733,0,20,0,20
734,0,20,0,20
735,0,20,0,20
736,0,20,0,20
737,0,20,0,20
738,0,20,0,20
739,0,20,0,20
740,0,20,0,20
741,0,20,0,20
742,0,20,0,20
743,0,20,0,20
744,0,20,0,20
745,0,20,0,20
746,0,20,0,20
747,1,20,0,20
748,1,20,0,20
749,1,20,0,20
750,1,20,0,20
751,0,20,0,20
752,0,20,0,20
753,0,20,0,20
754,0,20,0,20
755,0,20,0,20
756,0,20,0,20
757,0,20,0,20
758,0,20,0,20
759,0,20,0,20
760,0,20,0,20
761,0,20,0,20
762,0,20,0,20
763,0,20,0,20
764,0,20,0,20
765,0,20,0,20
766,0,20,0,20
767,0,20,0,20
768,0,20,0,20
769,0,20,0,20
770,0,20,0,20
771,0,20,0,20
772,0,20,0,20
773,0,20,0,20
774,0,20,0,20
775,0,20,0,20
776,0,20,0,20
777,0,20,0,20
778,0,20,0,20
779,0,20,0,20
780,0,20,0,20
781,1,20,0,20
782,1,20,0,20
783,0,20,0,20
784,0,20,0,20
785,0,20,0,20
786,0,20,0,20
787,0,20,0,20
788,0,20,0,20
789,1,20,1,20
790,1,20,0,20
791,1,20,0,20
792,0,20,0,20
793,0,20,0,20
794,0,20,0,20
795,0,20,0,20
796,0,20,0,20
797,0,20,0,20
798,0,20,0,20
799,0,20,0,20
800,0,20,0,20
801,0,20,0,20
802,0,20,1,20
803,0,20,0,20
804,0,20,0,20
805,0,20,0,20
806,0,20,0,20
807,0,20,0,20
808,0,20,0,20
809,0,20,0,20
810,0,20,0,20
811,1,20,0,20
812,1,20,0,20
813,1,20,0,20
814,1,20,0,20
815,1,20,0,20
816,1,20,0,20
817,0,20,0,20
818,1,20,0,20
819,1,20,0,20
820,1,20,0,20
821,1,20,0,20
822,1,20,0,20
823,1,20,0,20
824,1,20,0,20
825,1,20,0,20
826,1,20,0,20
827,1,20,0,20
828,1,20,0,20
829,1,20,0,20
830,0,20,0,20
831,1,20,0,20
832,1,20,0,20
833,1,20,0,20
834,1,20,0,20
835,1,20,0,20
836,1,20,0,20
837,1,20,0,20
838,0,20,0,20
839,0,20,0,20
840,0,20,0,20
841,0,20,0,20
842,0,20,0,20
843,1,20,0,20
844,1,20,0,20
845,1,20,0,20
846,1,20,0,20
847,1,20,0,20
848,1,20,1,20
849,1,20,0,20
850,1,20,0,20
851,1,20,0,20
852,1,20,0,20
853,1,20,0,20
854,1,20,0,20
855,1,20,0,20
856,1,20,0,20
857,0,20,0,20
858,0,20,0,20
859,0,20,0,20
860,0,20,0,20
861,0,20,0,20
862,0,20,0,20
863,0,20,0,20
864,0,20,0,20
865,0,20,0,20
866,0,20,0,20
867,0,20,0,20
868,0,20,0,20
869,0,20,0,20
870,0,20,0,20
871,0,20,0,20
872,0,20,0,20
873,0,20,0,20
874,0,20,0,20
875,0,20,0,20
876,0,20,0,20
877,0,20,0,20
878,0,20,0,20
879,0,20,0,20
880,0,20,0,20
881,0,20,0,20
882,0,20,0,20
883,0,20,0,20
884,0,20,0,20
885,0,20,0,20
886,1,20,0,20
887,1,20,0,20
888,1,20,0,20
889,1,20,0,20
890,1,20,0,20
891,1,20,0,20
892,1,20,0,20
893,1,20,0,20
894,1,20,0,20
895,1,20,0,20
896,1,20,0,20
897,1,20,0,20
898,1,20,0,20
899,1,20,0,20
900,1,20,0,20
901,0,20,0,20
902,1,20,0,20
903,1,20,0,20
904,0,20,0,20
905,0,20,0,20
906,0,20,0,20
907,0,20,0,20
908,0,20,0,20
909,0,20,0,20
910,0,20,0,20
911,0,20,0,20
912,0,20,0,20
913,0,20,0,20
914,0,20,0,20
915,0,20,0,20
916,0,20,0,20
917,0,20,0,20
918,0,20,0,20
919,0,20,0,20
920,0,20,0,20
921,0,20,0,20
922,0,20,0,20
923,0,20,0,20
924,0,20,0,20
925,0,20,0,20
926,0,20,0,20
927,0,20,0,20
928,0,20,0,20
929,0,20,0,20
930,0,20,0,20
931,0,20,0,20
932,0,20,0,20
933,0,20,0,20
934,0,20,0,20
935,0,20,0,20
936,0,20,0,20
937,0,20,0,20
938,0,20,0,20
939,0,20,0,20
940,0,20,0,20
941,0,20,0,20
942,0,20,0,20
943,0,20,0,20
944,0,20,0,20
945,0,20,0,20
946,0,20,0,20
947,0,20,0,20
948,0,20,0,20
949,0,20,0,20
950,0,20,0,20
951,0,20,0,20
952,0,20,0,20
953,0,20,0,20
954,0,20,0,20
955,0,20,0,20
956,0,20,0,20
957,0,20,0,20
958,0,20,0,20
959,0,20,0,20
960,0,20,0,20
961,0,20,0,20
962,0,20,0,20
963,0,20,0,20
964,0,20,0,20
965,0,20,0,20
966,0,20,0,20
967,0,20,0,20
968,0,20,0,20
969,0,20,0,20
970,0,20,0,20
971,0,20,0,20
972,0,20,0,20
973,0,20,1,20
974,0,20,0,20
975,0,20,0,20
976,0,20,0,20
977,1,20,0,20
978,0,20,0,20
979,0,20,0,20
980,0,20,0,20
981,0,20,0,20
982,0,20,0,20
983,0,20,0,20
984,0,20,0,20
985,0,20,0,20
986,0,20,0,20
987,0,20,0,20
988,0,20,0,20
989,0,20,0,20
990,0,20,0,20
991,0,20,0,20
992,0,20,0,20
993,0,20,0,20
994,0,20,0,20
995,0,20,0,20
996,0,20,0,20
997,0,20,0,20
998,0,20,0,20
999,0,20,0,20
1000,0,20,0,20
1001,0,20,0,20
1002,0,20,0,20
1003,0,20,0,20
1004,0,20,0,20
1005,0,20,0,20
1006,0,20,0,20
1007,0,20,0,20
1008,0,20,0,20
1009,0,20,0,20
1010,0,20,0,20
1011,0,20,0,20
1012,0,20,0,20
1013,0,20,0,20
1014,0,20,0,20
1015,0,20,0,20
1016,0,20,0,20
1017,0,20,0,20
1018,0,20,0,20
1019,0,20,0,20
1020,0,20,0,20
1021,0,20,0,20
1022,0,20,0,20
1023,0,20,0,20
1024,0,20,0,20
1025,0,20,0,20
1026,0,20,0,20
1027,0,20,0,20
1028,0,20,0,20
1029,0,20,0,20
1030,0,20,0,20
1031,0,20,0,20
1032,0,20,0,20
1033,0,20,0,20
1034,0,20,0,20
1035,0,20,0,20
1036,0,20,1,20
1037,0,20,0,20
1038,0,20,0,20
1039,0,20,0,20
1040,0,20,0,20
1041,0,20,0,20
1042,0,20,0,20
1043,0,20,0,20
1044,0,20,0,20
1045,0,20,0,20
1046,0,20,0,20
1047,0,20,0,20
1048,0,20,0,20
1049,0,20,0,20
1050,0,20,0,20
1051,0,20,0,20
1052,0,20,0,20
1053,0,20,0,20
1054,0,20,0,20
1055,0,20,0,20
1056,0,20,0,20
1057,0,20,0,20
1058,0,20,0,20
1059,0,20,0,20
1060,0,20,0,20
1061,0,20,0,20
1062,0,20,0,20
1063,0,20,0,20
1064,0,20,0,20
1065,0,20,0,20
1066,0,20,0,20
1067,0,20,0,20
1068,0,20,0,20
1069,0,20,0,20
1070,0,20,0,20
1071,0,20,0,20
1072,0,20,0,20
1073,0,20,0,20
1074,0,20,0,20
1075,0,20,0,20
1076,0,20,0,20
1077,0,20,0,20
1078,0,20,0,20
1079,0,20,0,20
1080,0,20,0,20
1081,0,20,0,20
1082,0,20,0,20
1083,0,20,0,20
1084,0,20,0,20
1085,0,20,0,20
1086,0,20,0,20
1087,0,20,0,20
1088,0,20,0,20
1089,0,20,0,20
1090,0,20,0,20
1091,0,20,0,20
1092,0,20,0,20
1093,0,20,0,20
1094,0,20,0,20
1095,0,20,0,20
1096,0,20,0,20
1097,0,20,0,20
1098,0,20,0,20
1099,0,20,0,20
1100,0,20,0,20
1101,0,20,0,20
1102,0,20,0,20
1103,0,20,0,20
1104,0,20,0,20
1105,0,20,0,20
1106,0,20,0,20
1107,0,20,0,20
1108,0,20,0,20
1109,0,20,1,20
1110,0,20,0,20
1111,0,20,0,20
1112,0,20,0,20
1113,0,20,0,20
1114,0,20,0,20
1115,0,20,0,20
1116,0,20,0,20
1117,0,20,0,20
1118,0,20,0,20
1119,0,20,0,20
1120,0,20,0,20
1121,0,20,0,20
1122,0,20,0,20
1123,0,20,0,20
1124,0,20,0,20
1125,0,20,0,20
1126,0,20,0,20
1127,0,20,0,20
1128,0,20,0,20
1129,0,20,0,20
1130,0,20,0,20
1131,0,20,0,20
1132,0,20,0,20
1133,0,20,0,20
1134,0,20,0,20
1135,0,20,0,20
1136,0,20,0,20
1137,0,20,0,20
1138,0,20,0,20
1139,0,20,0,20
1140,0,20,0,20
1141,0,20,0,20
1142,0,20,0,20
1143,0,20,0,20
1144,0,20,0,20
1145,0,20,0,20
1146,0,20,0,20
1147,0,20,0,20
1148,0,20,0,20
1149,0,20,0,20
1150,0,20,0,20
1151,1,20,0,20
1152,0,20,0,20
1153,0,20,0,20
1154,0,20,0,20
1155,0,20,0,20
1156,0,20,0,20
1157,0,20,0,20
1158,0,20,0,20
1159,0,20,0,20
1160,0,20,0,20
1161,0,20,0,20
1162,0,20,0,20
1163,0,20,0,20
1164,0,20,0,20
1165,0,20,0,20
1166,0,20,0,20
1167,0,20,0,20
1168,0,20,0,20
1169,0,20,1,20
1170,0,20,0,20
1171,0,20,0,20
1172,0,20,0,20
1173,0,20,0,20
1174,0,20,0,20
1175,0,20,0,20
1176,0,20,0,20
1177,0,20,0,20
1178,0,20,0,20
1179,0,20,0,20
1180,0,20,0,20
1181,0,20,0,20
1182,0,20,0,20
1183,0,20,0,20
1184,0,20,0,20
1185,0,20,0,20
1186,0,20,0,20
1187,0,20,0,20
1188,0,20,0,20
1189,0,20,0,20
1190,0,20,0,20
1191,0,20,0,20
1192,0,20,0,20
1193,0,20,0,20
1194,0,20,0,20
1195,0,20,0,20
1196,0,20,0,20
1197,0,20,0,20
1198,0,20,0,20
1199,0,20,0,20
1200,0,20,0,20
1201,0,20,0,20
1202,0,20,0,20
1203,0,20,0,20
1204,0,20,0,20
1205,0,20,0,20
1206,0,20,0,20
1207,1,20,0,20
1208,1,20,0,20
1209,1,20,0,20
1210,1,20,0,20
1211,1,20,0,20
1212,0,20,0,20
1213,0,20,0,20
1214,0,20,0,20
1215,0,20,0,20
1216,0,20,0,20
1217,0,20,0,20
1218,0,20,0,20
1219,0,20,0,20
1220,0,20,0,20
1221,0,20,0,20
1222,0,20,0,20
1223,0,20,0,20
1224,0,20,0,20
1225,0,20,0,20
1226,0,20,0,20
1227,0,20,0,20
1228,0,20,0,20
1229,0,20,0,20
1230,0,20,0,20
1231,0,20,0,20
1232,0,20,0,20
1233,0,20,0,20
1234,0,20,0,20
1235,0,20,0,20
1236,0,20,0,20
1237,0,20,0,20
1238,0,20,0,20
1239,1,20,0,20
1240,1,20,0,20
1241,1,20,0,20
1242,1,20,0,20
1243,1,20,0,20
1244,1,20,0,20
1245,1,20,0,20
1246,1,20,0,20
1247,1,20,0,20
1248,0,20,0,20
1249,0,20,0,20
1250,0,20,0,20
1251,0,20,0,20
1252,0,20,0,20
1253,0,20,0,20
1254,0,20,0,20
1255,0,20,0,20
1256,0,20,0,20
1257,0,20,0,20
1258,0,20,0,20
1259,0,20,0,20
1260,0,20,0,20
1261,0,20,0,20
1262,0,20,0,20
1263,0,20,0,20
1264,0,20,0,20
1265,0,20,0,20
1266,0,20,0,20
1267,0,20,0,20
1268,0,20,0,20
1269,1,20,0,20
1270,1,20,0,20
1271,1,20,0,20
1272,1,20,0,20
1273,1,20,0,20
1274,1,20,0,20
1275,1,20,0,20
1276,0,20,0,20
1277,1,20,0,20
1278,0,20,0,20
1279,0,20,0,20
1280,0,20,0,20
1281,0,20,0,20
1282,0,20,0,20
1283,0,20,0,20
1284,0,20,0,20
1285,0,20,0,20
1286,0,20,0,20
1287,0,20,0,20
1288,0,20,0,20
1289,0,20,0,20
1290,0,20,0,20
1291,0,20,0,20
1292,0,20,0,20
1293,0,20,0,20
1294,0,20,0,20
1295,0,20,0,20
1296,0,20,0,20
1297,0,20,0,20
1298,0,20,0,20
1299,0,20,0,20
1300,0,20,0,20
1301,0,20,0,20
1302,0,20,0,20
1303,0,20,0,20
1304,0,20,0,20
1305,0,20,0,20
1306,0,20,0,20
1307,0,20,0,20
1308,0,20,0,20
1309,0,20,0,20
1310,0,20,0,20
1311,0,20,1,20
1312,0,20,0,20
1313,0,20,0,20
1314,0,20,0,20
1315,0,20,0,20
1316,0,20,0,20
1317,0,20,0,20
1318,0,20,0,20
1319,0,20,0,20
1320,0,20,0,20
1321,0,20,0,20
1322,0,20,0,20
1323,0,20,0,20
1324,1,20,0,20
1325,0,20,0,20
1326,0,20,0,20
1327,0,20,0,20
1328,0,20,0,20
1329,0,20,0,20
1330,0,20,0,20
1331,0,20,0,20
1332,0,20,0,20
1333,0,20,0,20
1334,1,20,0,20
1335,0,20,0,20
1336,0,20,0,20
1337,0,20,0,20
1338,0,20,0,20
1339,0,20,0,20
1340,0,20,0,20
1341,0,20,0,20
1342,0,20,0,20
1343,0,20,0,20
1344,0,20,0,20
1345,0,20,0,20
1346,0,20,0,20
1347,0,20,0,20
1348,0,20,0,20
1349,0,20,0,20
1350,0,20,0,20
1351,0,20,0,20
1352,0,20,0,20
1353,0,20,0,20
1354,0,20,0,20
1355,0,20,0,20
1356,0,20,0,20
1357,0,20,0,20
