time_ms,action,a,b,c
11163,STATE,3,55,
11180,STATE,0,56,
11232,STATE,1,56,
11311,STATE,2,56,
11360,STATE,3,56,
11396,STATE,0,57,
11447,STATE,1,57,
11498,STATE,2,57,
11539,STATE,3,57,
11616,STATE,0,58,
11668,STATE,1,58,
11709,STATE,2,58,
11744,STATE,3,58,
11789,STATE,0,59,
11870,STATE,1,59,
11920,STATE,2,59,
11953,STATE,3,59,
11982,STATE,0,60,
12037,STATE,1,60,
12103,STATE,2,60,
12141,STATE,3,60,
12207,STATE,0,61,
12235,STATE,1,61,
12319,STATE,2,61,
12330,STATE,3,61,
12391,STATE,0,62,
12469,STATE,1,62,
12498,STATE,2,62,
12561,STATE,3,62,
12597,STATE,0,63,
12658,STATE,1,63,
12688,STATE,2,63,
12759,STATE,3,63,
12784,STATE,0,64,
12851,STATE,1,64,
12903,STATE,2,64,
12970,STATE,3,64,
12989,STATE,0,65,
13063,STATE,1,65,
13110,STATE,2,65,
13145,STATE,3,65,
13205,STATE,0,66,
13234,STATE,1,66,
13295,STATE,2,66,
13349,STATE,3,66,
13403,STATE,0,67,
13439,STATE,1,67,
13488,STATE,2,67,
13558,STATE,3,67,
13616,STATE,0,68,
13660,STATE,1,68,
13691,RAISE,3,1000,10000
13708,STATE,2,68,
13750,STATE,3,68,
13810,STATE,0,69,
13856,STATE,1,69,
13884,STATE,2,69,
13934,STATE,3,69,
13990,STATE,0,70,
14036,STATE,1,70,
14104,STATE,2,70,
14135,RAISE,2,1000,10000
14156,STATE,3,70,
14211,STATE,0,71,
14246,STATE,1,71,
14286,STATE,2,71,
14358,STATE,3,71,
14412,STATE,0,72,
14430,STATE,1,72,
14519,STATE,2,72,
14552,STATE,3,72,
14578,CLEAR,3,1000,10000
14599,STATE,0,73,
14645,STATE,1,73,
14710,STATE,2,73,
14732,STATE,3,73,
14791,STATE,0,74,
14852,STATE,1,74,
14886,STATE,2,74,
14970,STATE,3,74,
15013,STATE,0,75,
15043,STATE,1,75,
15114,STATE,2,75,
15118,CLEAR,2,1000,10000
15152,STATE,3,75,
15180,STATE,0,76,
15264,STATE,1,76,
15283,STATE,2,76,
15361,STATE,3,76,
15385,STATE,0,77,
15436,STATE,1,77,
15509,STATE,2,77,
15532,STATE,3,77,
15584,STATE,0,78,
15644,STATE,1,78,
15697,STATE,2,78,
15734,STATE,3,78,
15782,STATE,0,79,
15842,STATE,1,79,
15902,STATE,2,79,
15953,STATE,3,79,
16016,STATE,0,80,
16040,STATE,1,80,
16104,STATE,2,80,
16152,STATE,3,80,
16202,STATE,0,81,
16241,STATE,1,81,
16290,STATE,2,81,
16366,STATE,3,81,
16414,STATE,0,82,
16467,STATE,1,82,
16484,STATE,2,82,
16550,STATE,3,82,
16608,STATE,0,83,
16642,STATE,1,83,
16715,STATE,2,83,
16734,STATE,3,83,
16787,STATE,0,84,
16858,STATE,1,84,
16894,STATE,2,84,
16933,STATE,3,84,
17019,STATE,0,85,
17038,STATE,1,85,
17114,STATE,2,85,
17135,STATE,3,85,
17218,STATE,0,86,
17232,STATE,1,86,
17312,STATE,2,86,
17359,STATE,3,86,
17409,STATE,0,87,
17442,STATE,1,87,
17506,STATE,2,87,
17554,STATE,3,87,
17620,STATE,0,88,
17663,STATE,1,88,
17706,STATE,2,88,
17749,STATE,3,88,
17788,STATE,0,89,
17862,STATE,1,89,
17891,STATE,2,89,
17944,STATE,3,89,
17991,STATE,0,90,
18044,STATE,1,90,
18083,STATE,2,90,
18147,STATE,3,90,
18192,STATE,0,91,
18236,STATE,1,91,
18303,STATE,2,91,
18343,STATE,3,91,
18415,STATE,0,92,
18467,STATE,1,92,
18517,STATE,2,92,
18541,STATE,3,92,
18608,STATE,0,93,
18663,STATE,1,93,
18686,STATE,2,93,
18764,STATE,3,93,
18788,STATE,0,94,
18830,STATE,1,94,
18880,STATE,2,94,
18942,STATE,3,94,
18985,STATE,0,95,
19051,STATE,1,95,
19090,STATE,2,95,
19138,STATE,3,95,
19189,STATE,0,96,
19262,STATE,1,96,
19296,STATE,2,96,
19363,STATE,3,96,
19399,STATE,0,97,
19438,STATE,1,97,
19490,STATE,2,97,
19562,STATE,3,97,
19601,STATE,0,98,
19666,STATE,1,98,
19713,STATE,2,98,
19748,STATE,3,98,
19804,STATE,0,99,
19860,STATE,1,99,
19888,STATE,2,99,
19947,STATE,3,99,
19984,STATE,0,100,
20038,STATE,1,100,
20115,STATE,2,100,
20167,STATE,3,100,
20183,STATE,0,101,
20237,STATE,1,101,
20298,STATE,2,101,
20336,STATE,3,101,
20415,STATE,0,102,
20437,STATE,1,102,
20513,STATE,2,102,
20539,STATE,3,102,
20615,STATE,0,103,
20632,STATE,1,103,
20716,STATE,2,103,
20752,STATE,3,103,
20802,STATE,0,104,
20858,STATE,1,104,
20917,STATE,2,104,
20969,STATE,3,104,
21009,STATE,0,105,
21069,STATE,1,105,
21095,STATE,2,105,
21131,STATE,3,105,
21183,STATE,0,106,
21266,STATE,1,106,
21315,STATE,2,106,
21341,STATE,3,106,
21392,STATE,0,107,
21469,STATE,1,107,
21516,STATE,2,107,
21569,STATE,3,107,
21597,STATE,0,108,
21668,STATE,1,108,
21685,STATE,2,108,
21756,STATE,3,108,
21800,STATE,0,109,
21835,STATE,1,109,
21892,STATE,2,109,
21950,STATE,3,109,
21985,STATE,0,110,
22047,STATE,1,110,
22088,STATE,2,110,
22168,STATE,3,110,
22197,STATE,0,111,
22255,STATE,1,111,
22283,STATE,2,111,
22348,STATE,3,111,
22389,STATE,0,112,
22438,STATE,1,112,
22515,STATE,2,112,
22553,STATE,3,112,
22596,STATE,0,113,
22633,STATE,1,113,
22692,STATE,2,113,
22766,STATE,3,113,
22809,STATE,0,114,
22837,STATE,1,114,
22910,STATE,2,114,
22951,STATE,3,114,
22993,STATE,0,115,
23048,STATE,1,115,
23087,STATE,2,115,
23139,STATE,3,115,
23207,STATE,0,116,
23263,STATE,1,116,
23318,STATE,2,116,
23356,STATE,3,116,
23387,STATE,0,117,
23433,STATE,1,117,
23489,STATE,2,117,
23562,STATE,3,117,
23613,STATE,0,118,
23636,STATE,1,118,
23710,STATE,2,118,
23763,STATE,3,118,
23800,STATE,0,119,
23849,STATE,1,119,
23911,STATE,2,119,
23944,STATE,3,119,
23995,STATE,0,120,
24048,STATE,1,120,
24099,STATE,2,120,
24157,STATE,3,120,
24186,STATE,0,121,
24245,STATE,1,121,
24291,STATE,2,121,
24333,STATE,3,121,
24397,STATE,0,122,
24440,STATE,1,122,
24488,STATE,2,122,
24531,STATE,3,122,
24591,STATE,0,123,
24654,STATE,1,123,
24691,STATE,2,123,
24749,STATE,3,123,
24780,STATE,0,124,
24809,RAISE,4,1000,10000
24865,STATE,1,124,
24890,STATE,2,124,
24953,STATE,3,124,
24980,STATE,0,125,
25054,STATE,1,125,
25111,STATE,2,125,
25142,STATE,3,125,
25220,STATE,0,126,
25239,STATE,1,126,
25307,STATE,2,126,
25345,STATE,3,126,
25405,STATE,0,127,
25470,STATE,1,127,
25510,STATE,2,127,
25551,STATE,3,127,
25619,STATE,0,128,
25651,STATE,1,128,
25683,STATE,2,128,
25740,STATE,3,128,
25809,STATE,0,129,
25832,STATE,1,129,
25859,RAISE,1,1000,10000
25859,CLEAR,4,1000,10000
25890,STATE,2,129,
25934,STATE,3,129,
26016,STATE,0,130,
26045,STATE,1,130,
26102,STATE,2,130,
26149,STATE,3,130,
26182,STATE,0,131,
26249,STATE,1,131,
26259,CLEAR,1,1000,10000
26284,STATE,2,131,
26335,STATE,3,131,
26401,STATE,0,132,
26454,STATE,1,132,
26516,STATE,2,132,
26549,STATE,3,132,
26595,STATE,0,133,
26645,STATE,1,133,
26696,STATE,2,133,
26764,STATE,3,133,
26797,STATE,0,134,
26860,STATE,1,134,
26891,STATE,2,134,
26947,STATE,3,134,
27010,STATE,0,135,
27045,STATE,1,135,
27080,STATE,2,135,
27139,STATE,3,135,
27192,STATE,0,136,
27242,STATE,1,136,
27280,STATE,2,136,
27352,STATE,3,136,
27415,STATE,0,137,
27456,STATE,1,137,
27500,STATE,2,137,
27531,STATE,3,137,
27617,STATE,0,138,
27639,STATE,1,138,
27682,STATE,2,138,
27744,STATE,3,138,
27814,STATE,0,139,
27868,STATE,1,139,
27889,STATE,2,139,
27945,STATE,3,139,
28000,STATE,0,140,
28040,STATE,1,140,
28097,STATE,2,140,
28132,STATE,3,140,
28201,STATE,0,141,
28261,STATE,1,141,
28294,STATE,2,141,
28363,STATE,3,141,
28381,STATE,0,142,
28458,STATE,1,142,
28520,STATE,2,142,
28530,STATE,3,142,
28588,STATE,0,143,
28661,STATE,1,143,
28690,STATE,2,143,
28748,STATE,3,143,
28798,STATE,0,144,
28842,STATE,1,144,
28906,STATE,2,144,
28970,STATE,3,144,
29002,STATE,0,145,
29047,STATE,1,145,
29095,STATE,2,145,
29167,STATE,3,145,
29203,STATE,0,146,
29231,STATE,1,146,
29320,STATE,2,146,
29355,STATE,3,146,
29405,STATE,0,147,
29442,STATE,1,147,
29492,STATE,2,147,
29535,STATE,3,147,
29605,STATE,0,148,
29651,STATE,1,148,
29700,STATE,2,148,
29759,STATE,3,148,
29820,STATE,0,149,
29832,STATE,1,149,
29889,STATE,2,149,
29951,STATE,3,149,
