slot,data_lost,data_delay_ms,ack_lost,ack_delay_ms
571,1,20,1,20
572,1,20,1,20
573,1,20,1,20
574,1,20,1,20
575,1,20,1,20
576,1,20,1,20
577,1,20,1,20
578,1,20,1,20
579,1,20,1,20
580,1,20,1,20
581,1,20,1,20
582,1,20,1,20
583,1,20,1,20
584,1,20,1,20
585,1,20,1,20
586,1,20,1,20
587,1,20,1,20
588,1,20,1,20
589,1,20,1,20
590,1,20,1,20
591,1,20,1,20
592,1,20,1,20
593,1,20,1,20
594,1,20,1,20
595,1,20,1,20
596,1,20,1,20
597,1,20,1,20
598,1,20,1,20
599,1,20,1,20
600,1,20,1,20
601,1,20,1,20
602,1,20,1,20
603,1,20,1,20
604,1,20,1,20
605,1,20,1,20
606,1,20,1,20
607,1,20,1,20
608,1,20,1,20
609,1,20,1,20
610,1,20,1,20
611,1,20,1,20
612,1,20,1,20
613,1,20,1,20
614,1,20,1,20
615,1,20,1,20
616,1,20,1,20
617,1,20,1,20
618,1,20,1,20
619,1,20,1,20
620,1,20,1,20
621,1,20,1,20
622,1,20,1,20
623,1,20,1,20
624,1,20,1,20
625,1,20,1,20
626,1,20,1,20
627,1,20,1,20
628,1,20,1,20
629,1,20,1,20
630,1,20,1,20
631,1,20,1,20
632,1,20,1,20
633,1,20,1,20
634,1,20,1,20
635,1,20,1,20
636,1,20,1,20
637,1,20,1,20
638,1,20,1,20
639,1,20,1,20
640,1,20,1,20
641,1,20,1,20
642,1,20,1,20
643,1,20,1,20
644,1,20,1,20
645,1,20,1,20
646,1,20,1,20
647,1,20,1,20
648,1,20,1,20
649,1,20,1,20
650,1,20,1,20
651,1,20,1,20
652,1,20,1,20
653,1,20,1,20
654,1,20,1,20
655,1,20,1,20
656,1,20,1,20
657,1,20,1,20
658,1,20,1,20
659,1,20,1,20
660,1,20,1,20
661,1,20,1,20
662,1,20,1,20
663,1,20,1,20
664,1,20,1,20
665,1,20,1,20
666,1,20,1,20
667,1,20,1,20
668,1,20,1,20
669,1,20,1,20
670,1,20,1,20
671,1,20,1,20
672,1,20,1,20
673,1,20,1,20
674,1,20,1,20
675,1,20,1,20
676,1,20,1,20
677,1,20,1,20
678,1,20,1,20
679,1,20,1,20
680,1,20,1,20
681,1,20,1,20
682,1,20,1,20
683,1,20,1,20
684,1,20,1,20
685,1,20,1,20
686,1,20,1,20
687,1,20,1,20
688,1,20,1,20
689,1,20,1,20
690,1,20,1,20
691,1,20,1,20
692,1,20,1,20
693,1,20,1,20
694,1,20,1,20
695,1,20,1,20
696,1,20,1,20
697,1,20,1,20
698,1,20,1,20
699,1,20,1,20
700,1,20,1,20
701,1,20,1,20
702,1,20,1,20
703,1,20,1,20
704,1,20,1,20
705,1,20,1,20
706,1,20,1,20
707,1,20,1,20
708,1,20,1,20
709,1,20,1,20
710,1,20,1,20
711,1,20,1,20
712,1,20,1,20
713,1,20,1,20
714,1,20,1,20
715,1,20,1,20
716,1,20,1,20
717,1,20,1,20
718,1,20,1,20
719,1,20,1,20
720,1,20,1,20
721,1,20,1,20
722,1,20,1,20
723,1,20,1,20
724,1,20,1,20
725,1,20,1,20
726,1,20,1,20
727,1,20,1,20
728,1,20,1,20
729,1,20,1,20
730,1,20,1,20
731,1,20,1,20
732,1,20,1,20
733,1,20,1,20
734,1,20,1,20
735,1,20,1,20
736,1,20,1,20
737,1,20,1,20
738,1,20,1,20
739,1,20,1,20
740,1,20,1,20
741,1,20,1,20
742,1,20,1,20
743,1,20,1,20
744,1,20,1,20
745,1,20,1,20
746,1,20,1,20
747,1,20,1,20
748,1,20,1,20
749,1,20,1,20
750,1,20,1,20
751,1,20,1,20
752,1,20,1,20
753,1,20,1,20
754,1,20,1,20
755,1,20,1,20
756,1,20,1,20
757,1,20,1,20
758,1,20,1,20
759,1,20,1,20
760,1,20,1,20
761,1,20,1,20
762,1,20,1,20
763,1,20,1,20
764,1,20,1,20
765,1,20,1,20
766,1,20,1,20
767,1,20,1,20
768,1,20,1,20
769,1,20,1,20
770,1,20,1,20
771,1,20,1,20
772,1,20,1,20
773,1,20,1,20
774,1,20,1,20
775,1,20,1,20
776,1,20,1,20
777,1,20,1,20
778,1,20,1,20
779,1,20,1,20
780,1,20,1,20
781,1,20,1,20
782,1,20,1,20
783,1,20,1,20
784,1,20,1,20
785,1,20,1,20
786,1,20,1,20
787,1,20,1,20
788,1,20,1,20
789,1,20,1,20
790,1,20,1,20
791,1,20,1,20
792,1,20,1,20
793,1,20,1,20
794,1,20,1,20
795,1,20,1,20
796,1,20,1,20
797,1,20,1,20
798,1,20,1,20
799,1,20,1,20
800,1,20,1,20
801,1,20,1,20
802,1,20,1,20
803,1,20,1,20
804,1,20,1,20
805,1,20,1,20
806,1,20,1,20
807,1,20,1,20
808,1,20,1,20
809,1,20,1,20
810,1,20,1,20
811,1,20,1,20
812,1,20,1,20
813,1,20,1,20
814,1,20,1,20
815,1,20,1,20
816,1,20,1,20
817,1,20,1,20
818,1,20,1,20
819,1,20,1,20
820,1,20,1,20
821,1,20,1,20
822,1,20,1,20
823,1,20,1,20
824,1,20,1,20
825,1,20,1,20
826,1,20,1,20
827,1,20,1,20
828,1,20,1,20
829,1,20,1,20
830,1,20,1,20
831,1,20,1,20
832,1,20,1,20
833,1,20,1,20
834,1,20,1,20
835,1,20,1,20
836,1,20,1,20
837,1,20,1,20
838,1,20,1,20
839,1,20,1,20
840,1,20,1,20
841,1,20,1,20
842,1,20,1,20
843,1,20,1,20
844,1,20,1,20
845,1,20,1,20
846,1,20,1,20
847,1,20,1,20
848,1,20,1,20
849,1,20,1,20
850,1,20,1,20
851,1,20,1,20
852,1,20,1,20
853,1,20,1,20
854,1,20,1,20
855,1,20,1,20
856,1,20,1,20
857,1,20,1,20
858,1,20,1,20
859,1,20,1,20
860,1,20,1,20
861,1,20,1,20
862,1,20,1,20
863,1,20,1,20
864,1,20,1,20
865,1,20,1,20
866,1,20,1,20
867,1,20,1,20
868,1,20,1,20
869,1,20,1,20
870,1,20,1,20
871,1,20,1,20
872,1,20,1,20
873,1,20,1,20
874,1,20,1,20
875,1,20,1,20
876,1,20,1,20
877,1,20,1,20
878,1,20,1,20
879,1,20,1,20
880,1,20,1,20
881,1,20,1,20
882,1,20,1,20
883,1,20,1,20
884,1,20,1,20
885,1,20,1,20
886,1,20,1,20
887,1,20,1,20
888,1,20,1,20
889,1,20,1,20
890,1,20,1,20
891,1,20,1,20
892,1,20,1,20
893,1,20,1,20
894,1,20,1,20
895,1,20,1,20
896,1,20,1,20
897,1,20,1,20
898,1,20,1,20
899,1,20,1,20
900,1,20,1,20
901,1,20,1,20
902,1,20,1,20
903,1,20,1,20
904,1,20,1,20
905,1,20,1,20
906,1,20,1,20
907,1,20,1,20
908,1,20,1,20
909,1,20,1,20
910,1,20,1,20
911,1,20,1,20
912,1,20,1,20
913,1,20,1,20
914,1,20,1,20
915,1,20,1,20
916,1,20,1,20
917,1,20,1,20
918,1,20,1,20
919,1,20,1,20
920,1,20,1,20
921,1,20,1,20
922,1,20,1,20
923,1,20,1,20
924,1,20,1,20
925,1,20,1,20
926,1,20,1,20
927,1,20,1,20
928,1,20,1,20
929,1,20,1,20
930,1,20,1,20
931,1,20,1,20
932,1,20,1,20
933,1,20,1,20
934,1,20,1,20
935,1,20,1,20
936,1,20,1,20
937,1,20,1,20
938,1,20,1,20
939,1,20,1,20
940,1,20,1,20
941,1,20,1,20
942,1,20,1,20
943,1,20,1,20
944,1,20,1,20
945,1,20,1,20
946,1,20,1,20
947,1,20,1,20
948,1,20,1,20
949,1,20,1,20
950,1,20,1,20
951,1,20,1,20
952,1,20,1,20
953,1,20,1,20
954,1,20,1,20
955,1,20,1,20
956,1,20,1,20
957,1,20,1,20
958,1,20,1,20
959,1,20,1,20
960,1,20,1,20
961,1,20,1,20
962,1,20,1,20
963,1,20,1,20
964,1,20,1,20
965,1,20,1,20
966,1,20,1,20
967,1,20,1,20
968,1,20,1,20
969,1,20,1,20
970,1,20,1,20
971,1,20,1,20
972,1,20,1,20
973,1,20,1,20
974,1,20,1,20
975,1,20,1,20
976,1,20,1,20
977,1,20,1,20
978,1,20,1,20
979,1,20,1,20
980,1,20,1,20
981,1,20,1,20
982,1,20,1,20
983,1,20,1,20
984,1,20,1,20
985,1,20,1,20
986,1,20,1,20
987,1,20,1,20
988,1,20,1,20
989,1,20,1,20
990,1,20,1,20
991,1,20,1,20
992,1,20,1,20
993,1,20,1,20
994,1,20,1,20
995,1,20,1,20
996,1,20,1,20
997,1,20,1,20
998,1,20,1,20
999,1,20,1,20
1000,1,20,1,20
1001,1,20,1,20
1002,1,20,1,20
1003,1,20,1,20
1004,1,20,1,20
1005,1,20,1,20
1006,1,20,1,20
1007,1,20,1,20
1008,1,20,1,20
1009,1,20,1,20
1010,1,20,1,20
1011,1,20,1,20
1012,1,20,1,20
1013,1,20,1,20
1014,1,20,1,20
1015,1,20,1,20
1016,1,20,1,20
1017,1,20,1,20
1018,1,20,1,20
1019,1,20,1,20
1020,1,20,1,20
1021,1,20,1,20
1022,1,20,1,20
1023,1,20,1,20
1024,1,20,1,20
1025,1,20,1,20
1026,1,20,1,20
1027,1,20,1,20
1028,1,20,1,20
1029,1,20,1,20
1030,1,20,1,20
1031,1,20,1,20
1032,1,20,1,20
1033,1,20,1,20
1034,1,20,1,20
1035,1,20,1,20
1036,1,20,1,20
1037,1,20,1,20
1038,1,20,1,20
1039,1,20,1,20
1040,1,20,1,20
1041,1,20,1,20
1042,1,20,1,20
1043,1,20,1,20
1044,1,20,1,20
1045,1,20,1,20
1046,1,20,1,20
1047,1,20,1,20
1048,1,20,1,20
1049,1,20,1,20
1050,1,20,1,20
1051,1,20,1,20
1052,1,20,1,20
1053,1,20,1,20
1054,1,20,1,20
1055,1,20,1,20
1056,1,20,1,20
1057,1,20,1,20
1058,1,20,1,20
1059,1,20,1,20
1060,1,20,1,20
1061,1,20,1,20
1062,1,20,1,20
1063,1,20,1,20
1064,1,20,1,20
1065,1,20,1,20
1066,1,20,1,20
1067,1,20,1,20
1068,1,20,1,20
1069,1,20,1,20
1070,1,20,1,20
1071,1,20,1,20
1072,1,20,1,20
1073,1,20,1,20
1074,1,20,1,20
1075,1,20,1,20
1076,1,20,1,20
1077,1,20,1,20
1078,1,20,1,20
1079,1,20,1,20
1080,1,20,1,20
1081,1,20,1,20
1082,1,20,1,20
1083,1,20,1,20
1084,1,20,1,20
1085,1,20,1,20
1086,1,20,1,20
1087,1,20,1,20
1088,1,20,1,20
1089,1,20,1,20
1090,1,20,1,20
1091,1,20,1,20
1092,1,20,1,20
1093,1,20,1,20
1094,1,20,1,20
1095,1,20,1,20
1096,1,20,1,20
1097,1,20,1,20
1098,1,20,1,20
1099,1,20,1,20
1100,1,20,1,20
1101,1,20,1,20
1102,1,20,1,20
1103,1,20,1,20
1104,1,20,1,20
1105,1,20,1,20
1106,1,20,1,20
1107,1,20,1,20
1108,1,20,1,20
1109,1,20,1,20
1110,1,20,1,20
1111,1,20,1,20
1112,1,20,1,20
1113,1,20,1,20
1114,1,20,1,20
1115,1,20,1,20
1116,1,20,1,20
1117,1,20,1,20
1118,1,20,1,20
1119,1,20,1,20
1120,1,20,1,20
1121,1,20,1,20
1122,1,20,1,20
1123,1,20,1,20
1124,1,20,1,20
1125,1,20,1,20
1126,1,20,1,20
1127,1,20,1,20
1128,1,20,1,20
1129,1,20,1,20
1130,1,20,1,20
1131,1,20,1,20
1132,1,20,1,20
1133,1,20,1,20
1134,1,20,1,20
1135,1,20,1,20
1136,1,20,1,20
1137,1,20,1,20
1138,1,20,1,20
1139,1,20,1,20
1140,1,20,1,20
1141,1,20,1,20
1142,1,20,1,20
1143,1,20,1,20
1144,1,20,1,20
1145,1,20,1,20
1146,1,20,1,20
1147,1,20,1,20
1148,1,20,1,20
1149,1,20,1,20
1150,1,20,1,20
1151,1,20,1,20
1152,1,20,1,20
1153,1,20,1,20
1154,1,20,1,20
1155,1,20,1,20
1156,1,20,1,20
1157,1,20,1,20
1158,1,20,1,20
1159,1,20,1,20
1160,1,20,1,20
1161,1,20,1,20
1162,1,20,1,20
1163,1,20,1,20
1164,1,20,1,20
1165,1,20,1,20
1166,1,20,1,20
1167,1,20,1,20
1168,1,20,1,20
1169,1,20,1,20
1170,1,20,1,20
1171,1,20,1,20
1172,1,20,1,20
1173,1,20,1,20
1174,1,20,1,20
1175,1,20,1,20
1176,1,20,1,20
1177,1,20,1,20
1178,1,20,1,20
1179,1,20,1,20
1180,1,20,1,20
1181,1,20,1,20
1182,1,20,1,20
1183,1,20,1,20
1184,1,20,1,20
1185,1,20,1,20
1186,1,20,1,20
1187,1,20,1,20
1188,1,20,1,20
1189,1,20,1,20
1190,1,20,1,20
1191,1,20,1,20
1192,1,20,1,20
1193,1,20,1,20
1194,1,20,1,20
1195,1,20,1,20
1196,1,20,1,20
1197,1,20,1,20
1198,1,20,1,20
1199,1,20,1,20
1200,0,20,0,20
1201,0,20,0,20
1202,0,20,0,20
1203,0,20,0,20
1204,0,20,0,20
1205,0,20,0,20
1206,0,20,0,20
1207,0,20,0,20
1208,0,20,0,20
1209,0,20,0,20
1210,1,20,0,20
1211,0,20,0,20
1212,0,20,0,20
1213,0,20,0,20
1214,0,20,0,20
1215,0,20,0,20
1216,0,20,0,20
1217,0,20,0,20
1218,0,20,0,20
1219,0,20,0,20
1220,0,20,0,20
1221,0,20,0,20
1222,0,20,0,20
1223,0,20,0,20
1224,0,20,0,20
1225,0,20,0,20
1226,0,20,0,20
1227,0,20,0,20
1228,0,20,0,20
1229,0,20,0,20
1230,0,20,0,20
1231,0,20,0,20
1232,0,20,0,20
1233,0,20,0,20
1234,0,20,0,20
1235,0,20,0,20
1236,0,20,0,20
1237,0,20,0,20
1238,0,20,0,20
1239,0,20,0,20
1240,0,20,0,20
1241,0,20,0,20
1242,0,20,0,20
1243,0,20,0,20
1244,0,20,0,20
1245,0,20,0,20
1246,0,20,0,20
1247,0,20,0,20
1248,0,20,0,20
1249,0,20,0,20
1250,0,20,0,20
1251,0,20,0,20
1252,0,20,0,20
1253,0,20,0,20
1254,0,20,0,20
1255,0,20,1,20
1256,0,20,0,20
1257,0,20,0,20
1258,0,20,0,20
1259,0,20,0,20
1260,0,20,0,20
1261,0,20,0,20
1262,0,20,0,20
1263,0,20,0,20
1264,0,20,0,20
1265,0,20,0,20
1266,0,20,0,20
1267,0,20,0,20
1268,0,20,0,20
1269,0,20,0,20
1270,0,20,0,20
1271,0,20,0,20
1272,0,20,0,20
1273,0,20,0,20
1274,0,20,0,20
1275,0,20,0,20
1276,0,20,0,20
1277,0,20,0,20
1278,0,20,0,20
1279,0,20,0,20
1280,0,20,0,20
1281,0,20,0,20
1282,0,20,0,20
1283,0,20,0,20
1284,0,20,0,20
1285,0,20,0,20
1286,0,20,0,20
1287,0,20,0,20
1288,0,20,0,20
1289,0,20,0,20
1290,0,20,0,20
1291,0,20,0,20
1292,0,20,0,20
1293,0,20,0,20
1294,0,20,0,20
1295,0,20,0,20
1296,0,20,0,20
1297,0,20,0,20
1298,0,20,0,20
1299,0,20,0,20
1300,0,20,0,20
1301,0,20,0,20
1302,0,20,0,20
1303,1,20,0,20
1304,0,20,0,20
1305,0,20,0,20
1306,0,20,0,20
1307,0,20,0,20
1308,0,20,0,20
1309,0,20,0,20
1310,0,20,0,20
1311,0,20,0,20
1312,0,20,0,20
1313,0,20,0,20
1314,0,20,0,20
1315,0,20,0,20
1316,0,20,0,20
1317,0,20,1,20
1318,0,20,0,20
1319,0,20,0,20
1320,0,20,0,20
1321,0,20,0,20
1322,0,20,0,20
1323,0,20,0,20
1324,0,20,0,20
1325,0,20,0,20
1326,0,20,0,20
1327,0,20,0,20
1328,0,20,0,20
1329,0,20,0,20
1330,0,20,0,20
1331,0,20,0,20
1332,0,20,0,20
1333,0,20,0,20
1334,0,20,0,20
1335,0,20,0,20
1336,0,20,0,20
1337,0,20,0,20
1338,0,20,0,20
1339,0,20,0,20
1340,0,20,0,20
1341,0,20,0,20
1342,0,20,0,20
1343,0,20,0,20
1344,0,20,0,20
1345,0,20,0,20
1346,0,20,0,20
1347,0,20,0,20
1348,0,20,0,20
1349,0,20,0,20
1350,0,20,0,20
1351,0,20,0,20
1352,0,20,0,20
1353,0,20,0,20
1354,0,20,0,20
1355,0,20,0,20
1356,0,20,0,20
1357,0,20,0,20
