time_ms,action,a,b,c
3252,STATE,5,32,
3276,STATE,6,32,
3289,STATE,7,32,
3304,STATE,0,33,
3313,STATE,1,33,
3320,STATE,2,33,
3340,STATE,3,33,
3349,STATE,4,33,
3364,STATE,5,33,
3369,STATE,6,33,
3394,STATE,7,33,
3399,STATE,0,34,
3403,STATE,1,34,
3431,STATE,2,34,
3436,STATE,3,34,
3454,STATE,4,34,
3462,STATE,5,34,
3478,STATE,6,34,
3486,STATE,7,34,
3496,STATE,0,35,
3509,STATE,1,35,
3533,STATE,2,35,
3538,STATE,3,35,
3560,STATE,4,35,
3562,STATE,5,35,
3575,STATE,6,35,
3590,STATE,7,35,
3593,STATE,0,36,
3602,STATE,1,36,
3624,STATE,2,36,
3632,STATE,3,36,
3644,STATE,4,36,
3655,STATE,5,36,
3682,STATE,6,36,
3696,STATE,7,36,
3700,CLEAR,1,400,3000
3710,STATE,0,37,
3714,STATE,1,37,
3721,STATE,2,37,
3743,STATE,4,37,
3745,STATE,3,37,
3764,STATE,5,37,
3771,STATE,6,37,
3789,STATE,7,37,
3806,STATE,1,38,
3809,STATE,0,38,
3827,STATE,2,38,
3843,STATE,3,38,
3850,STATE,4,38,
3861,STATE,5,38,
3879,STATE,7,38,
3884,STATE,6,38,
3900,STATE,0,39,
3917,STATE,1,39,
3929,STATE,2,39,
3947,STATE,3,39,
3952,STATE,4,39,
3965,STATE,5,39,
3978,STATE,6,39,
3989,STATE,7,39,
3998,STATE,0,40,
4014,STATE,1,40,
4017,STATE,2,40,
4039,STATE,3,40,
4057,STATE,4,40,
4059,STATE,5,40,
4077,STATE,7,40,
4082,STATE,6,40,
4102,STATE,0,41,
4105,STATE,1,41,
4120,STATE,2,41,
4142,STATE,3,41,
4152,STATE,4,41,
4155,STATE,5,41,
4180,STATE,6,41,
4184,STATE,7,41,
4202,STATE,0,42,
4207,STATE,1,42,
4224,STATE,2,42,
4237,STATE,3,42,
4249,STATE,4,42,
4259,STATE,5,42,
4277,STATE,6,42,
4292,STATE,7,42,
4297,STATE,0,43,
4315,STATE,1,43,
4325,STATE,2,43,
4342,STATE,3,43,
4357,STATE,4,43,
4362,STATE,5,43,
4376,STATE,6,43,
4378,STATE,7,43,
4403,STATE,0,44,
4416,STATE,1,44,
4420,STATE,2,44,
4443,STATE,3,44,
4456,STATE,5,44,
4459,STATE,4,44,
4478,STATE,6,44,
4492,STATE,0,45,
4495,STATE,7,44,
4510,STATE,1,45,
4517,STATE,2,45,
4546,STATE,3,45,
4549,STATE,4,45,
4567,STATE,6,45,
4571,STATE,5,45,
4591,STATE,7,45,
4602,STATE,0,46,
4613,STATE,1,46,
4621,STATE,2,46,
4643,STATE,3,46,
4644,STATE,4,46,
4654,STATE,5,46,
4665,STATE,6,46,
4685,STATE,7,46,
4703,STATE,0,47,
4708,STATE,1,47,
4735,STATE,2,47,
4739,STATE,3,47,
4754,STATE,4,47,
4767,STATE,5,47,
4771,STATE,6,47,
4778,STATE,7,47,
4790,STATE,0,48,
4821,STATE,1,48,
4829,STATE,3,48,
4834,STATE,2,48,
4840,STATE,4,48,
4860,STATE,5,48,
4870,STATE,6,48,
4883,STATE,7,48,
4904,STATE,0,49,
4911,STATE,1,49,
4923,STATE,2,49,
4930,STATE,3,49,
4955,STATE,4,49,
4962,STATE,5,49,
4972,STATE,6,49,
4978,STATE,7,49,
4996,STATE,0,50,
5014,STATE,1,50,
5016,STATE,2,50,
5027,STATE,3,50,
5043,STATE,4,50,
5057,STATE,5,50,
5081,STATE,6,50,
5084,STATE,7,50,
5106,STATE,1,51,
5107,STATE,0,51,
5120,STATE,2,51,
5129,STATE,3,51,
5142,STATE,4,51,
5165,STATE,5,51,
5180,STATE,6,51,
5184,STATE,7,51,
5193,STATE,0,52,
5207,STATE,1,52,
5226,STATE,2,52,
5230,STATE,3,52,
5256,STATE,4,52,
5268,STATE,5,52,
5269,STATE,6,52,
5292,STATE,7,52,
5301,STATE,0,53,
5318,STATE,1,53,
5334,STATE,2,53,
5334,STATE,3,53,
5342,STATE,4,53,
5362,STATE,5,53,
5378,STATE,6,53,
5390,STATE,0,54,
5390,STATE,7,53,
5417,STATE,1,54,
5435,STATE,2,54,
5440,STATE,4,54,
5442,STATE,3,54,
5461,STATE,5,54,
5476,STATE,6,54,
5497,STATE,7,54,
5501,STATE,0,55,
5511,STATE,1,55,
5516,STATE,2,55,
5534,STATE,3,55,
5541,STATE,4,55,
5559,STATE,5,55,
5567,STATE,6,55,
5589,STATE,7,55,
5601,STATE,0,56,
5609,STATE,1,56,
5627,STATE,2,56,
5637,STATE,3,56,
5651,STATE,4,56,
5661,STATE,5,56,
5668,STATE,6,56,
5690,STATE,0,57,
5691,STATE,7,56,
5715,STATE,1,57,
5716,STATE,2,57,
5733,STATE,3,57,
5751,STATE,4,57,
5752,STATE,5,57,
5765,STATE,6,57,
5793,STATE,7,57,
5798,STATE,0,58,
5818,STATE,1,58,
5820,STATE,2,58,
5828,STATE,3,58,
5847,STATE,4,58,
5861,STATE,5,58,
5866,STATE,6,58,
5885,STATE,7,58,
5903,STATE,1,59,
5908,STATE,0,59,
5927,STATE,3,59,
5928,STATE,2,59,
5951,STATE,4,59,
5959,STATE,5,59,
5979,STATE,6,59,
5994,STATE,0,60,
5995,STATE,7,59,
6003,STATE,1,60,
6031,STATE,2,60,
6034,STATE,3,60,
6040,STATE,4,60,
6068,STATE,5,60,
6082,STATE,6,60,
6082,STATE,7,60,
6091,STATE,0,61,
6116,STATE,2,61,
6118,STATE,1,61,
6128,STATE,3,61,
6145,STATE,4,61,
6163,STATE,5,61,
6180,STATE,6,61,
6180,STATE,7,61,
6203,STATE,0,62,
6205,STATE,1,62,
6210,RAISE,1,400,3000
6232,STATE,2,62,
6234,STATE,3,62,
6244,STATE,4,62,
6255,STATE,5,62,
6276,STATE,6,62,
6284,STATE,7,62,
6295,STATE,0,63,
6302,STATE,1,63,
6321,STATE,2,63,
6347,STATE,3,63,
6356,STATE,4,63,
6372,STATE,5,63,
6383,STATE,6,63,
6387,STATE,7,63,
6398,STATE,0,64,
6417,STATE,1,64,
6419,STATE,2,64,
6435,STATE,3,64,
6443,STATE,4,64,
6468,STATE,5,64,
6469,STATE,6,64,
6478,STATE,7,64,
6492,STATE,0,65,
6511,STATE,1,65,
6521,STATE,2,65,
6542,STATE,3,65,
6552,STATE,4,65,
6557,STATE,5,65,
6568,STATE,6,65,
6588,STATE,7,65,
6594,STATE,0,66,
6616,STATE,1,66,
6630,STATE,2,66,
6635,STATE,3,66,
6658,STATE,4,66,
6663,STATE,5,66,
6669,STATE,6,66,
6687,STATE,7,66,
6700,CLEAR,1,400,3000
6702,STATE,0,67,
6717,STATE,2,67,
6722,STATE,1,67,
6745,STATE,3,67,
6746,STATE,4,67,
6768,STATE,6,67,
6770,STATE,5,67,
6794,STATE,7,67,
6801,STATE,0,68,
6813,STATE,1,68,
6827,STATE,2,68,
6835,STATE,3,68,
6854,STATE,4,68,
6860,STATE,5,68,
6878,STATE,6,68,
6878,RAISE,2,400,3000
6888,STATE,7,68,
6910,STATE,0,69,
6919,STATE,2,69,
6921,STATE,1,69,
6941,STATE,3,69,
6946,STATE,4,69,
6960,STATE,5,69,
6985,STATE,6,69,
6995,STATE,7,69,
7008,STATE,0,70,
7011,STATE,1,70,
7028,STATE,2,70,
7029,STATE,3,70,
7043,STATE,4,70,
7070,STATE,5,70,
7082,STATE,6,70,
7082,STATE,7,70,
7105,STATE,0,71,
7106,STATE,1,71,
7120,STATE,2,71,
7138,STATE,3,71,
7141,STATE,4,71,
7171,STATE,5,71,
7178,STATE,6,71,
7194,STATE,7,71,
7195,STATE,0,72,
7213,STATE,1,72,
7227,STATE,2,72,
7228,STATE,3,72,
7248,STATE,4,72,
7270,STATE,5,72,
7285,STATE,6,72,
7292,STATE,7,72,
7305,STATE,0,73,
7317,STATE,1,73,
7331,STATE,2,73,
7331,STATE,3,73,
7350,STATE,4,73,
7362,STATE,5,73,
7377,STATE,6,73,
7386,STATE,7,73,
7406,STATE,0,74,
7409,STATE,1,74,
7430,RAISE,2,400,3000
7434,STATE,2,74,
7445,STATE,3,74,
7447,STATE,4,74,
7465,STATE,6,74,
7472,STATE,5,74,
7484,STATE,7,74,
7499,STATE,0,75,
7506,STATE,1,75,
7525,STATE,2,75,
7543,STATE,4,75,
7544,STATE,3,75,
7552,STATE,5,75,
7582,STATE,6,75,
7592,STATE,7,75,
7595,STATE,0,76,
7616,STATE,1,76,
7628,STATE,3,76,
7631,STATE,2,76,
7647,STATE,4,76,
7664,STATE,5,76,
7679,STATE,6,76,
7694,STATE,7,76,
7704,STATE,1,77,
7706,STATE,0,77,
7717,STATE,2,77,
7742,STATE,3,77,
7747,STATE,4,77,
7755,STATE,5,77,
7773,STATE,6,77,
7790,STATE,0,78,
7790,STATE,7,77,
7814,STATE,1,78,
7818,STATE,2,78,
7831,STATE,3,78,
7854,STATE,5,78,
7856,STATE,4,78,
7866,STATE,6,78,
7892,STATE,0,79,
7895,STATE,7,78,
7905,STATE,1,79,
7931,STATE,2,79,
7947,STATE,3,79,
7949,STATE,4,79,
7969,STATE,6,79,
7972,STATE,5,79,
7986,STATE,7,79,
7992,STATE,0,80,
8015,STATE,2,80,
8021,STATE,1,80,
8029,STATE,3,80,
8059,STATE,4,80,
8059,STATE,5,80,
8069,STATE,6,80,
8090,STATE,7,80,
8091,STATE,0,81,
8117,STATE,1,81,
8128,STATE,2,81,
8140,STATE,3,81,
8148,STATE,4,81,
8171,STATE,5,81,
8178,STATE,6,81,
8194,STATE,7,81,
8205,STATE,1,82,
8208,STATE,0,82,
8219,STATE,2,82,
8242,STATE,3,82,
8253,STATE,4,82,
8270,STATE,5,82,
8273,STATE,6,82,
8287,STATE,7,82,
8301,STATE,0,83,
8319,STATE,1,83,
8332,STATE,2,83,
8339,STATE,3,83,
8342,STATE,4,83,
8357,STATE,5,83,
8379,STATE,7,83,
8383,STATE,6,83,
8403,STATE,1,84,
8407,STATE,0,84,
8431,STATE,3,84,
8435,STATE,2,84,
8441,STATE,4,84,
8471,STATE,5,84,
8478,STATE,6,84,
8478,STATE,7,84,
8504,STATE,0,85,
8516,STATE,1,85,
8529,STATE,2,85,
8544,STATE,4,85,
8546,STATE,3,85,
8572,STATE,5,85,
8579,STATE,7,85,
8585,STATE,6,85,
8593,STATE,0,86,
8610,STATE,1,86,
8620,STATE,2,86,
8643,STATE,3,86,
8649,STATE,4,86,
8653,STATE,5,86,
8680,STATE,7,86,
8685,STATE,6,86,
8709,STATE,0,87,
8713,STATE,1,87,
8723,STATE,2,87,
8728,STATE,3,87,
8757,STATE,4,87,
8767,STATE,5,87,
8775,STATE,6,87,
8780,STATE,7,87,
8809,STATE,0,88,
8814,STATE,1,88,
8831,STATE,2,88,
8833,STATE,3,88,
8850,STATE,4,88,
8868,STATE,5,88,
8874,STATE,6,88,
8892,STATE,7,88,
8904,STATE,0,89,
8907,STATE,1,89,
8933,STATE,2,89,
8946,STATE,3,89,
8952,STATE,4,89,
8970,STATE,5,89,
8977,STATE,6,89,
8980,STATE,7,89,
9004,STATE,1,90,
9010,STATE,0,90,
9032,STATE,2,90,
9032,STATE,3,90,
9041,STATE,4,90,
9066,STATE,6,90,
9070,STATE,5,90,
9090,STATE,7,90,
9094,STATE,0,91,
9119,STATE,1,91,
9129,STATE,2,91,
9130,STATE,3,91,
9154,STATE,4,91,
9169,STATE,5,91,
9170,STATE,6,91,
9195,STATE,0,92,
9195,STATE,7,91,
9209,STATE,1,92,
9210,RAISE,1,400,3000
9218,STATE,2,92,
9232,STATE,3,92,
9245,STATE,4,92,
9261,STATE,5,92,
9279,STATE,6,92,
9296,STATE,0,93,
9297,STATE,7,92,
9319,STATE,1,93,
9320,STATE,2,93,
9344,STATE,3,93,
9353,STATE,4,93,
9359,STATE,5,93,
9378,STATE,6,93,
9391,STATE,7,93,
9407,STATE,0,94,
9418,STATE,1,94,
9418,STATE,2,94,
9436,STATE,3,94,
9450,STATE,4,94,
9455,STATE,5,94,
9478,STATE,6,94,
9483,STATE,7,94,
9496,RAISE,2,400,3000
9504,STATE,0,95,
9515,STATE,1,95,
9529,STATE,2,95,
9543,STATE,3,95,
9554,STATE,5,95,
9560,STATE,4,95,
9576,STATE,6,95,
9587,STATE,7,95,
9594,STATE,0,96,
9615,STATE,1,96,
9620,STATE,2,96,
9644,STATE,3,96,
9656,STATE,4,96,
9665,STATE,5,96,
9685,STATE,6,96,
9689,STATE,7,96,
9692,STATE,0,97,
9700,CLEAR,1,400,3000
9707,STATE,1,97,
9721,STATE,2,97,
9733,STATE,3,97,
9757,STATE,4,97,
9757,STATE,5,97,
9784,STATE,6,97,
9790,STATE,7,97,
9794,STATE,0,98,
9803,STATE,1,98,
9822,STATE,2,98,
9836,STATE,3,98,
9848,STATE,4,98,
9865,STATE,5,98,
9882,STATE,7,98,
9885,STATE,6,98,
9899,STATE,0,99,
9913,STATE,1,99,
9916,STATE,2,99,
9940,STATE,3,99,
9955,STATE,5,99,
9956,STATE,4,99,
9980,STATE,6,99,
9984,STATE,7,99,
9989,RAISE,2,400,3000
10000,STATE,0,100,
10020,STATE,1,100,
10031,STATE,2,100,
10047,STATE,3,100,
10059,STATE,4,100,
10059,STATE,5,100,
10078,STATE,6,100,
10088,STATE,7,100,
10102,STATE,0,101,
10105,STATE,1,101,
10111,RAISE,2,400,3000
10134,STATE,3,101,
10135,STATE,2,101,
10154,STATE,4,101,
10170,STATE,5,101,
10177,STATE,6,101,
10178,STATE,7,101,
10192,STATE,0,102,
10202,STATE,1,102,
10232,STATE,3,102,
10234,STATE,2,102,
10256,STATE,4,102,
10261,RAISE,2,400,3000
10264,STATE,5,102,
10282,STATE,6,102,
10284,STATE,7,102,
10291,STATE,0,103,
10307,STATE,1,103,
10315,STATE,2,103,
10329,STATE,3,103,
10356,STATE,4,103,
10358,STATE,5,103,
10371,STATE,6,103,
10378,STATE,7,103,
10407,STATE,0,104,
10410,STATE,1,104,
10419,STATE,2,104,
10440,STATE,3,104,
10443,STATE,4,104,
10452,STATE,5,104,
10476,STATE,6,104,
10480,STATE,7,104,
10507,STATE,0,105,
10507,STATE,1,105,
10524,STATE,2,105,
10534,STATE,3,105,
10550,STATE,4,105,
10561,STATE,5,105,
10575,RAISE,2,400,3000
10581,STATE,6,105,
10589,STATE,7,105,
10601,STATE,0,106,
10618,STATE,1,106,
10621,STATE,2,106,
10644,STATE,4,106,
10646,STATE,3,106,
10663,STATE,5,106,
10669,STATE,6,106,
10693,STATE,7,106,
10695,RAISE,2,400,3000
10704,STATE,0,107,
10706,STATE,1,107,
10725,STATE,2,107,
10740,STATE,4,107,
10742,STATE,3,107,
10755,STATE,5,107,
10765,STATE,6,107,
10790,STATE,7,107,
10791,STATE,0,108,
10819,STATE,1,108,
10822,STATE,2,108,
10843,STATE,4,108,
10846,STATE,3,108,
10868,STATE,5,108,
10873,STATE,6,108,
10894,STATE,7,108,
10896,STATE,0,109,
10911,STATE,1,109,
10930,STATE,2,109,
10947,STATE,3,109,
10947,STATE,4,109,
10967,RAISE,2,400,3000
10971,STATE,5,109,
10984,STATE,6,109,
10990,STATE,7,109,
10998,STATE,0,110,
11017,STATE,2,110,
11018,STATE,1,110,
11031,STATE,3,110,
11054,STATE,4,110,
11067,STATE,6,110,
11072,STATE,5,110,
11078,STATE,7,110,
11100,STATE,0,111,
11118,STATE,2,111,
11120,STATE,1,111,
11142,STATE,3,111,
11149,STATE,4,111,
11167,STATE,5,111,
11175,STATE,6,111,
11192,STATE,0,112,
11197,STATE,7,111,
11216,STATE,2,112,
11220,STATE,1,112,
11241,STATE,3,112,
11253,STATE,5,112,
11255,STATE,4,112,
11283,STATE,6,112,
11285,STATE,7,112,
11298,STATE,0,113,
11309,STATE,1,113,
11335,STATE,2,113,
11338,STATE,3,113,
11356,STATE,4,113,
11362,STATE,5,113,
11370,STATE,6,113,
11383,STATE,7,113,
11394,STATE,0,114,
11419,STATE,1,114,
11421,STATE,2,114,
11437,STATE,3,114,
11453,STATE,4,114,
11468,STATE,6,114,
11470,STATE,5,114,
11493,STATE,7,114,
11498,STATE,0,115,
11520,STATE,1,115,
11534,STATE,2,115,
11536,STATE,3,115,
11556,STATE,4,115,
11571,STATE,6,115,
11572,STATE,5,115,
11577,STATE,7,115,
11604,STATE,0,116,
11604,STATE,1,116,
11635,STATE,2,116,
11644,STATE,3,116,
11651,STATE,4,116,
11668,STATE,5,116,
11676,STATE,6,116,
11684,STATE,7,116,
11696,STATE,0,117,
11708,STATE,1,117,
11722,STATE,2,117,
11732,STATE,3,117,
11751,STATE,4,117,
11771,STATE,5,117,
11774,STATE,6,117,
11792,STATE,7,117,
11803,STATE,0,118,
11806,STATE,1,118,
11830,STATE,2,118,
11847,STATE,3,118,
11848,STATE,4,118,
11865,STATE,5,118,
11876,STATE,6,118,
11893,STATE,0,119,
11894,STATE,7,118,
11903,STATE,1,119,
11932,STATE,2,119,
11935,STATE,3,119,
11953,STATE,5,119,
11955,STATE,4,119,
11982,STATE,6,119,
11990,STATE,7,119,
12006,STATE,0,120,
12019,STATE,1,120,
12029,STATE,2,120,
12038,STATE,3,120,
12047,STATE,4,120,
12065,STATE,5,120,
12071,STATE,6,120,
12078,STATE,7,120,
12100,STATE,0,121,
12108,STATE,1,121,
12118,STATE,2,121,
12135,STATE,3,121,
12158,STATE,4,121,
12158,STATE,5,121,
12173,STATE,6,121,
12192,STATE,7,121,
12197,STATE,0,122,
12210,RAISE,1,400,3000
12217,STATE,1,122,
12226,STATE,2,122,
12247,STATE,3,122,
12251,STATE,4,122,
12265,STATE,6,122,
12266,STATE,5,122,
12290,STATE,7,122,
12293,STATE,0,123,
12305,STATE,1,123,
12317,STATE,2,123,
12342,STATE,3,123,
12347,STATE,4,123,
12367,STATE,5,123,
12368,STATE,6,123,
12388,STATE,7,123,
12398,STATE,0,124,
12421,STATE,1,124,
12422,STATE,2,124,
12443,STATE,3,124,
12452,STATE,4,124,
12458,STATE,5,124,
12485,STATE,6,124,
12497,STATE,7,124,
12506,STATE,1,125,
12510,STATE,0,125,
12525,STATE,2,125,
12535,STATE,3,125,
12555,STATE,4,125,
12568,STATE,5,125,
12584,STATE,6,125,
12588,STATE,7,125,
12595,STATE,0,126,
12617,STATE,1,126,
12624,STATE,2,126,
12641,STATE,4,126,
12643,STATE,3,126,
12663,STATE,5,126,
12675,STATE,6,126,
12690,STATE,0,127,
12697,STATE,7,126,
12700,CLEAR,1,400,3000
12717,STATE,1,127,
12720,STATE,2,127,
12746,STATE,3,127,
12755,STATE,4,127,
12765,STATE,5,127,
12768,STATE,6,127,
12790,STATE,0,128,
12794,STATE,7,127,
12811,STATE,1,128,
12816,STATE,2,128,
12833,STATE,3,128,
12847,STATE,4,128,
12862,STATE,5,128,
12877,STATE,6,128,
12890,STATE,7,128,
12907,STATE,1,129,
12910,STATE,0,129,
12934,STATE,2,129,
12944,STATE,3,129,
12945,STATE,4,129,
12961,STATE,5,129,
12984,STATE,6,129,
12997,STATE,7,129,
13002,STATE,0,130,
13006,STATE,1,130,
13029,STATE,2,130,
13042,STATE,3,130,
13050,STATE,4,130,
13055,STATE,5,130,
13077,STATE,6,130,
13090,STATE,7,130,
13107,STATE,1,131,
13109,STATE,0,131,
13120,STATE,2,131,
13133,STATE,3,131,
13156,STATE,4,131,
13164,STATE,5,131,
13172,STATE,6,131,
13181,STATE,7,131,
13204,STATE,0,132,
13207,STATE,1,132,
13223,STATE,2,132,
13240,STATE,3,132,
13253,STATE,4,132,
13263,STATE,5,132,
13267,STATE,6,132,
13289,STATE,7,132,
13310,STATE,0,133,
13317,STATE,1,133,
13328,STATE,3,133,
13334,STATE,2,133,
13343,STATE,4,133,
13357,STATE,5,133,
13375,STATE,6,133,
13380,STATE,7,133,
13408,STATE,0,134,
13415,STATE,1,134,
13417,STATE,2,134,
13440,STATE,3,134,
13451,STATE,4,134,
13464,STATE,5,134,
13465,STATE,6,134,
13491,STATE,0,135,
13492,STATE,7,134,
13515,STATE,2,135,
13517,STATE,1,135,
13542,STATE,4,135,
13547,STATE,3,135,
13567,STATE,5,135,
13567,STATE,6,135,
13596,STATE,7,135,
13600,STATE,0,136,
13603,STATE,1,136,
13616,STATE,2,136,
13629,STATE,3,136,
13642,STATE,4,136,
13656,STATE,5,136,
13674,STATE,6,136,
13690,STATE,7,136,
13697,STATE,0,137,
13707,STATE,1,137,
13718,STATE,2,137,
13741,STATE,3,137,
13753,STATE,4,137,
13769,STATE,6,137,
13770,STATE,5,137,
13792,STATE,7,137,
13798,STATE,0,138,
13813,STATE,1,138,
13817,STATE,2,138,
13829,STATE,3,138,
13845,STATE,4,138,
13871,STATE,5,138,
13884,STATE,6,138,
13889,STATE,7,138,
13904,STATE,1,139,
13905,STATE,0,139,
13917,STATE,2,139,
13927,STATE,3,139,
13940,STATE,4,139,
13955,STATE,5,139,
13967,STATE,6,139,
13982,STATE,7,139,
13996,STATE,0,140,
14019,STATE,2,140,
14020,STATE,1,140,
14038,STATE,3,140,
14057,STATE,4,140,
14066,STATE,5,140,
14082,STATE,6,140,
14086,STATE,7,140,
14107,STATE,0,141,
14110,STATE,1,141,
14135,STATE,2,141,
14147,STATE,3,141,
14148,STATE,4,141,
14158,STATE,5,141,
14182,STATE,7,141,
14183,STATE,6,141,
14207,STATE,1,142,
14208,STATE,0,142,
14234,STATE,2,142,
14241,STATE,3,142,
14258,STATE,4,142,
14260,STATE,5,142,
14283,STATE,6,142,
14296,STATE,7,142,
14302,STATE,1,143,
14307,STATE,0,143,
14327,STATE,2,143,
14337,STATE,3,143,
14352,STATE,4,143,
