time_ms,action,a,b,c
5960,STATE,3,29,
5995,STATE,0,30,
6031,STATE,1,30,
6087,STATE,2,30,
6165,STATE,3,30,
6196,STATE,0,31,
6246,STATE,1,31,
6308,STATE,2,31,
6332,STATE,3,31,
6391,STATE,0,32,
6452,STATE,1,32,
6494,STATE,2,32,
6530,STATE,3,32,
6616,STATE,0,33,
6663,STATE,1,33,
6685,STATE,2,33,
6742,STATE,3,33,
6749,RAISE,3,1000,10000
6782,STATE,0,34,
6859,STATE,1,34,
6905,STATE,2,34,
6949,STATE,3,34,
6986,STATE,0,35,
7032,STATE,1,35,
7112,STATE,2,35,
7169,STATE,3,35,
7178,CLEAR,6,1000,10000
7182,STATE,0,36,
7241,STATE,1,36,
7313,STATE,2,36,
7334,STATE,3,36,
7337,CLEAR,5,1000,10000
7418,STATE,0,37,
7440,STATE,1,37,
7482,STATE,2,37,
7546,STATE,3,37,
7587,STATE,0,38,
7640,STATE,1,38,
7686,STATE,2,38,
7768,STATE,3,38,
7790,STATE,0,39,
7861,STATE,1,39,
7898,STATE,2,39,
7958,STATE,3,39,
7996,STATE,0,40,
8037,STATE,1,40,
8091,STATE,2,40,
8092,CLEAR,3,1000,10000
8166,STATE,3,40,
8215,STATE,0,41,
8249,STATE,1,41,
8319,STATE,2,41,
8364,STATE,3,41,
8406,STATE,0,42,
8433,STATE,1,42,
8517,STATE,2,42,
8534,STATE,3,42,
8601,STATE,0,43,
8649,STATE,1,43,
8684,STATE,2,43,
8744,STATE,3,43,
8784,STATE,0,44,
8830,STATE,1,44,
8892,STATE,2,44,
8933,STATE,3,44,
9002,STATE,0,45,
9034,STATE,1,45,
9112,STATE,2,45,
9155,STATE,3,45,
9219,STATE,0,46,
9258,STATE,1,46,
9303,STATE,2,46,
9366,STATE,3,46,
9414,STATE,0,47,
9451,STATE,1,47,
9487,STATE,2,47,
9534,STATE,3,47,
9592,STATE,0,48,
9637,STATE,1,48,
9693,STATE,2,48,
9765,STATE,3,48,
9786,STATE,0,49,
9845,STATE,1,49,
9894,STATE,2,49,
9962,STATE,3,49,
9982,STATE,0,50,
10064,STATE,1,50,
10118,STATE,2,50,
10153,STATE,3,50,
10209,STATE,0,51,
10261,STATE,1,51,
10281,STATE,2,51,
10343,STATE,3,51,
10415,STATE,0,52,
10436,STATE,1,52,
10493,STATE,2,52,
10538,STATE,3,52,
10610,STATE,0,53,
10653,STATE,1,53,
10682,STATE,2,53,
10770,STATE,3,53,
10820,STATE,0,54,
10845,STATE,1,54,
10891,STATE,2,54,
10934,STATE,3,54,
10988,STATE,0,55,
11034,STATE,1,55,
11105,STATE,2,55,
11160,STATE,3,55,
11194,STATE,0,56,
11247,STATE,1,56,
11317,STATE,2,56,
11359,STATE,3,56,
11389,STATE,0,57,
11436,STATE,1,57,
11515,STATE,2,57,
11556,STATE,3,57,
11591,STATE,0,58,
11650,STATE,1,58,
11700,STATE,2,58,
11732,STATE,3,58,
11813,STATE,0,59,
11850,STATE,1,59,
11894,STATE,2,59,
11947,STATE,3,59,
11991,STATE,0,60,
12060,STATE,1,60,
12118,STATE,2,60,
12140,STATE,3,60,
12182,STATE,0,61,
12258,STATE,1,61,
12287,STATE,2,61,
12368,STATE,3,61,
12414,STATE,0,62,
12457,STATE,1,62,
12500,STATE,2,62,
12554,STATE,3,62,
12604,STATE,0,63,
12662,STATE,1,63,
12695,STATE,2,63,
12769,STATE,3,63,
12782,STATE,0,64,
12843,STATE,1,64,
12886,STATE,2,64,
12957,STATE,3,64,
12989,STATE,0,65,
13069,STATE,1,65,
13091,STATE,2,65,
13146,STATE,3,65,
13209,STATE,0,66,
13244,STATE,1,66,
13317,STATE,2,66,
13334,STATE,3,66,
13390,STATE,0,67,
13439,STATE,1,67,
13520,STATE,2,67,
13532,STATE,3,67,
13593,STATE,0,68,
13666,STATE,1,68,
13691,STATE,2,68,
13765,STATE,3,68,
13819,STATE,0,69,
13853,STATE,1,69,
13911,STATE,2,69,
13961,STATE,3,69,
14008,STATE,0,70,
14040,STATE,1,70,
14111,STATE,2,70,
14136,STATE,3,70,
14185,STATE,0,71,
14236,STATE,1,71,
14285,STATE,2,71,
14334,STATE,3,71,
14383,STATE,0,72,
14467,STATE,1,72,
14482,STATE,2,72,
14566,STATE,3,72,
14589,STATE,0,73,
14650,STATE,1,73,
14694,STATE,2,73,
14745,STATE,3,73,
14784,STATE,0,74,
14839,STATE,1,74,
14915,STATE,2,74,
14952,STATE,3,74,
14980,STATE,0,75,
15057,STATE,1,75,
15096,STATE,2,75,
15147,STATE,3,75,
15188,STATE,0,76,
15249,STATE,1,76,
15312,STATE,2,76,
15352,STATE,3,76,
15395,STATE,0,77,
15467,STATE,1,77,
15516,STATE,2,77,
15561,STATE,3,77,
15587,STATE,0,78,
15644,STATE,1,78,
15691,STATE,2,78,
15730,STATE,3,78,
15784,STATE,0,79,
15843,STATE,1,79,
15910,STATE,2,79,
15970,STATE,3,79,
16010,STATE,0,80,
16045,STATE,1,80,
16115,STATE,2,80,
16160,STATE,3,80,
16219,STATE,0,81,
16236,STATE,1,81,
16288,STATE,2,81,
16337,STATE,3,81,
16415,STATE,0,82,
16463,STATE,1,82,
16482,STATE,2,82,
16551,STATE,3,82,
16606,STATE,0,83,
16653,STATE,1,83,
16716,STATE,2,83,
16739,STATE,3,83,
16756,RAISE,1,1000,10000
16820,STATE,0,84,
16866,STATE,1,84,
16905,STATE,2,84,
16959,STATE,3,84,
17015,STATE,0,85,
17039,STATE,1,85,
17094,STATE,2,85,
17141,STATE,3,85,
17210,STATE,0,86,
17239,STATE,1,86,
17312,STATE,2,86,
17354,STATE,3,86,
17414,STATE,0,87,
17445,STATE,1,87,
17489,STATE,2,87,
17561,STATE,3,87,
17592,STATE,0,88,
17632,STATE,1,88,
17680,STATE,2,88,
17752,STATE,3,88,
17807,STATE,0,89,
17851,STATE,1,89,
17863,CLEAR,1,1000,10000
17892,STATE,2,89,
17967,STATE,3,89,
17999,STATE,0,90,
18038,STATE,1,90,
18098,STATE,2,90,
18161,STATE,3,90,
18181,STATE,0,91,
18201,RAISE,2,1000,10000
18243,STATE,1,91,
18302,STATE,2,91,
18364,STATE,3,91,
18381,STATE,0,92,
18430,STATE,1,92,
18492,STATE,2,92,
18537,STATE,3,92,
18611,STATE,0,93,
18648,STATE,1,93,
18689,STATE,2,93,
18746,STATE,3,93,
18813,STATE,0,94,
18868,STATE,1,94,
18886,STATE,2,94,
18960,STATE,3,94,
19020,STATE,0,95,
19059,STATE,1,95,
19116,STATE,2,95,
19153,STATE,3,95,
19213,STATE,0,96,
19241,STATE,1,96,
19289,STATE,2,96,
19336,STATE,3,96,
19381,STATE,0,97,
19443,STATE,1,97,
19518,STATE,2,97,
19535,STATE,3,97,
19617,STATE,0,98,
19625,CLEAR,2,1000,10000
19634,STATE,1,98,
19695,STATE,2,98,
19745,STATE,3,98,
19781,STATE,0,99,
19865,STATE,1,99,
19893,STATE,2,99,
19943,STATE,3,99,
19996,STATE,0,100,
20048,STATE,1,100,
20107,STATE,2,100,
20135,STATE,3,100,
20181,STATE,0,101,
20241,STATE,1,101,
20314,STATE,2,101,
20344,STATE,3,101,
20392,STATE,0,102,
20430,STATE,1,102,
20511,STATE,2,102,
20560,STATE,3,102,
20611,STATE,0,103,
20648,STATE,1,103,
20718,STATE,2,103,
20769,STATE,3,103,
20808,STATE,0,104,
20864,STATE,1,104,
20904,STATE,2,104,
20945,STATE,3,104,
20987,STATE,0,105,
21069,STATE,1,105,
21084,STATE,2,105,
21165,STATE,3,105,
21185,STATE,0,106,
21232,STATE,1,106,
21313,STATE,2,106,
21353,STATE,3,106,
21392,STATE,0,107,
21439,STATE,1,107,
21519,STATE,2,107,
21536,STATE,3,107,
21617,STATE,0,108,
21656,STATE,1,108,
21692,STATE,2,108,
21766,STATE,3,108,
21795,STATE,0,109,
21837,STATE,1,109,
21916,STATE,2,109,
21954,STATE,3,109,
22017,STATE,0,110,
22068,STATE,1,110,
22108,STATE,2,110,
22151,STATE,3,110,
22185,STATE,0,111,
22264,STATE,1,111,
22284,STATE,2,111,
22351,STATE,3,111,
22419,STATE,0,112,
22445,STATE,1,112,
22492,STATE,2,112,
22552,STATE,3,112,
22599,STATE,0,113,
22635,STATE,1,113,
22685,STATE,2,113,
22746,STATE,3,113,
22786,STATE,0,114,
22856,STATE,1,114,
22899,STATE,2,114,
22931,STATE,3,114,
23016,STATE,0,115,
23053,STATE,1,115,
23110,STATE,2,115,
23140,STATE,3,115,
23190,STATE,0,116,
23245,STATE,1,116,
23282,STATE,2,116,
23352,STATE,3,116,
23420,STATE,0,117,
23440,STATE,1,117,
23499,STATE,2,117,
23558,STATE,3,117,
23584,STATE,0,118,
23663,STATE,1,118,
23705,STATE,2,118,
23734,STATE,3,118,
23780,STATE,0,119,
23842,STATE,1,119,
23894,STATE,2,119,
23939,STATE,3,119,
24006,STATE,0,120,
24037,STATE,1,120,
24091,STATE,2,120,
24141,STATE,3,120,
24193,STATE,0,121,
24263,STATE,1,121,
24297,STATE,2,121,
24355,STATE,3,121,
24390,STATE,0,122,
24450,STATE,1,122,
24516,STATE,2,122,
24540,STATE,3,122,
24604,STATE,0,123,
24660,STATE,1,123,
24711,STATE,2,123,
24769,STATE,3,123,
24801,STATE,0,124,
24846,STATE,1,124,
24898,STATE,2,124,
24938,STATE,3,124,
25014,STATE,0,125,
25057,STATE,1,125,
25102,STATE,2,125,
25139,STATE,3,125,
25191,STATE,0,126,
25250,STATE,1,126,
25286,STATE,2,126,
25355,STATE,3,126,
25395,STATE,0,127,
25460,STATE,1,127,
25481,STATE,2,127,
25565,STATE,3,127,
25585,STATE,0,128,
25633,STATE,1,128,
25715,STATE,2,128,
25730,STATE,3,128,
25791,STATE,0,129,
25870,STATE,1,129,
25912,STATE,2,129,
25960,STATE,3,129,
25993,STATE,0,130,
26058,STATE,1,130,
26088,STATE,2,130,
26136,STATE,3,130,
26194,STATE,0,131,
26247,STATE,1,131,
26305,STATE,2,131,
26352,STATE,3,131,
26395,STATE,0,132,
26469,STATE,1,132,
26501,STATE,2,132,
26539,STATE,3,132,
26617,STATE,0,133,
26667,STATE,1,133,
26687,STATE,2,133,
26747,STATE,3,133,
26785,STATE,0,134,
26833,STATE,1,134,
26907,STATE,2,134,
26966,STATE,3,134,
26992,STATE,0,135,
27055,STATE,1,135,
27101,STATE,2,135,
27162,STATE,3,135,
27220,STATE,0,136,
27250,STATE,1,136,
27282,STATE,2,136,
27363,STATE,3,136,
27383,STATE,0,137,
27462,STATE,1,137,
27484,STATE,2,137,
27566,STATE,3,137,
27604,STATE,0,138,
27640,STATE,1,138,
27685,STATE,2,138,
27740,STATE,3,138,
27812,STATE,0,139,
27854,STATE,1,139,
27899,STATE,2,139,
27955,STATE,3,139,
27994,STATE,0,140,
28036,STATE,1,140,
28103,STATE,2,140,
28165,STATE,3,140,
28212,STATE,0,141,
28251,STATE,1,141,
28303,STATE,2,141,
28360,STATE,3,141,
28413,STATE,0,142,
28446,STATE,1,142,
28516,STATE,2,142,
28568,STATE,3,142,
28595,STATE,0,143,
28664,STATE,1,143,
28687,STATE,2,143,
28747,STATE,3,143,
28810,STATE,0,144,
28838,STATE,1,144,
28918,STATE,2,144,
28964,STATE,3,144,
28992,STATE,0,145,
29069,STATE,1,145,
29085,STATE,2,145,
29147,STATE,3,145,
29211,STATE,0,146,
29232,STATE,1,146,
29314,STATE,2,146,
29338,STATE,3,146,
29380,STATE,0,147,
29449,STATE,1,147,
29506,STATE,2,147,
29552,STATE,3,147,
29584,STATE,0,148,
29630,STATE,1,148,
29710,STATE,2,148,
29730,STATE,3,148,
29798,STATE,0,149,
29861,STATE,1,149,
29911,STATE,2,149,
29944,STATE,3,149,
