time_ms,action,a,b,c
5044,STATE,3,50,
5058,STATE,4,50,
5067,STATE,5,50,
5083,STATE,6,50,
5096,STATE,7,50,
5101,STATE,0,51,
5108,STATE,1,51,
5131,STATE,2,51,
5143,STATE,3,51,
5155,STATE,4,51,
5171,STATE,5,51,
5178,STATE,7,51,
5180,STATE,6,51,
5199,STATE,0,52,
5205,STATE,1,52,
5234,STATE,2,52,
5236,STATE,3,52,
5253,STATE,5,52,
5256,STATE,4,52,
5276,STATE,6,52,
5283,STATE,7,52,
5298,STATE,0,53,
5320,STATE,1,53,
5335,STATE,2,53,
5339,STATE,3,53,
5340,STATE,4,53,
5361,STATE,5,53,
5377,STATE,7,53,
5385,STATE,6,53,
5408,STATE,0,54,
5418,STATE,1,54,
5431,STATE,2,54,
5436,STATE,3,54,
5449,STATE,4,54,
5453,STATE,5,54,
5468,STATE,6,54,
5477,STATE,7,54,
5494,STATE,0,55,
5504,STATE,1,55,
5534,STATE,2,55,
5545,STATE,3,55,
5546,STATE,4,55,
5562,STATE,5,55,
5566,STATE,6,55,
5593,STATE,0,56,
5593,STATE,7,55,
5611,STATE,1,56,
5624,STATE,2,56,
5640,STATE,3,56,
5656,STATE,5,56,
5659,STATE,4,56,
5679,STATE,7,56,
5680,STATE,6,56,
5707,STATE,0,57,
5713,STATE,1,57,
5718,STATE,2,57,
5728,STATE,3,57,
5754,STATE,5,57,
5760,STATE,4,57,
5767,STATE,6,57,
5779,STATE,7,57,
5805,STATE,0,58,
5815,STATE,2,58,
5818,STATE,1,58,
5840,STATE,4,58,
5847,STATE,3,58,
5861,STATE,5,58,
5867,STATE,6,58,
5895,STATE,7,58,
5902,STATE,0,59,
5905,STATE,1,59,
5919,STATE,2,59,
5941,STATE,3,59,
5942,STATE,4,59,
5952,STATE,5,59,
5981,STATE,6,59,
5984,STATE,7,59,
6001,STATE,0,60,
6004,STATE,1,60,
6032,STATE,2,60,
6043,STATE,3,60,
6043,STATE,4,60,
6065,STATE,5,60,
6069,STATE,6,60,
6083,STATE,7,60,
6104,STATE,1,61,
6108,STATE,0,61,
6125,STATE,2,61,
6133,STATE,3,61,
6142,STATE,4,61,
6170,STATE,5,61,
6176,STATE,6,61,
6182,STATE,7,61,
6190,STATE,0,62,
6210,RAISE,1,400,3000
6212,STATE,1,62,
6233,STATE,2,62,
6240,STATE,3,62,
6258,STATE,5,62,
6259,STATE,4,62,
6270,STATE,6,62,
6290,STATE,7,62,
6307,STATE,0,63,
6321,STATE,1,63,
6331,STATE,2,63,
6345,STATE,3,63,
6352,STATE,4,63,
6367,STATE,5,63,
6377,STATE,6,63,
6396,STATE,0,64,
6397,STATE,7,63,
6421,STATE,1,64,
6425,STATE,2,64,
6434,STATE,3,64,
6454,STATE,4,64,
6454,STATE,5,64,
6480,STATE,7,64,
6483,STATE,6,64,
6496,STATE,0,65,
6503,STATE,1,65,
6530,STATE,2,65,
6544,STATE,3,65,
6551,STATE,4,65,
6563,STATE,5,65,
6565,STATE,6,65,
6588,STATE,7,65,
6591,STATE,0,66,
6618,STATE,2,66,
6620,STATE,1,66,
6636,STATE,3,66,
6641,STATE,4,66,
6669,STATE,5,66,
6672,STATE,6,66,
6678,STATE,7,66,
6700,CLEAR,1,400,3000
6708,STATE,1,67,
6709,STATE,0,67,
6726,STATE,2,67,
6741,STATE,4,67,
6745,STATE,3,67,
6759,STATE,5,67,
6777,STATE,6,67,
6779,STATE,7,67,
6795,STATE,0,68,
6808,STATE,1,68,
6821,STATE,2,68,
6833,STATE,3,68,
6848,STATE,4,68,
6862,STATE,5,68,
6867,STATE,6,68,
6885,STATE,7,68,
6900,STATE,0,69,
6917,STATE,1,69,
6931,STATE,2,69,
6937,STATE,3,69,
6940,STATE,4,69,
6955,STATE,5,69,
6969,STATE,6,69,
6996,STATE,7,69,
7003,STATE,0,70,
7008,STATE,1,70,
7033,STATE,2,70,
7033,STATE,3,70,
7056,STATE,4,70,
7062,STATE,5,70,
7073,STATE,6,70,
7089,STATE,7,70,
7104,STATE,0,71,
7105,STATE,1,71,
7116,STATE,2,71,
7136,STATE,3,71,
7146,STATE,4,71,
7164,STATE,5,71,
7177,STATE,6,71,
7187,STATE,7,71,
7208,STATE,0,72,
7221,STATE,2,72,
7222,STATE,1,72,
7238,STATE,3,72,
7255,STATE,4,72,
7260,STATE,5,72,
7274,STATE,6,72,
7277,STATE,7,72,
7306,STATE,0,73,
7307,STATE,1,73,
7334,STATE,2,73,
7346,STATE,3,73,
7351,STATE,4,73,
7352,STATE,5,73,
7367,STATE,6,73,
7395,STATE,0,74,
7397,STATE,7,73,
7418,STATE,1,74,
7419,STATE,2,74,
7427,STATE,3,74,
7440,STATE,4,74,
7466,STATE,6,74,
7470,STATE,5,74,
7479,STATE,7,74,
7491,STATE,0,75,
7516,STATE,1,75,
7524,STATE,2,75,
7542,STATE,3,75,
7554,STATE,5,75,
7560,STATE,4,75,
7570,STATE,6,75,
7585,STATE,7,75,
7592,STATE,0,76,
7622,STATE,1,76,
7625,STATE,2,76,
7630,STATE,3,76,
7648,STATE,4,76,
7665,STATE,5,76,
7670,STATE,6,76,
7683,STATE,7,76,
7702,STATE,1,77,
7710,STATE,0,77,
7718,STATE,2,77,
7733,STATE,3,77,
7748,STATE,4,77,
7766,STATE,5,77,
7770,STATE,6,77,
7780,STATE,7,77,
7792,STATE,0,78,
7820,STATE,1,78,
7835,STATE,2,78,
7841,STATE,4,78,
7845,STATE,3,78,
7863,STATE,5,78,
7866,STATE,6,78,
7883,STATE,7,78,
7901,STATE,0,79,
7914,STATE,1,79,
7930,STATE,3,79,
7932,STATE,2,79,
7943,STATE,4,79,
7972,STATE,5,79,
7981,STATE,6,79,
7990,STATE,7,79,
8008,STATE,0,80,
8019,STATE,1,80,
8020,STATE,2,80,
8032,STATE,3,80,
8041,STATE,4,80,
8061,STATE,5,80,
8080,STATE,6,80,
8084,STATE,7,80,
8099,STATE,0,81,
8107,STATE,1,81,
8123,STATE,2,81,
8142,STATE,4,81,
8146,STATE,3,81,
8169,STATE,5,81,
8179,STATE,6,81,
8197,STATE,7,81,
8198,STATE,0,82,
8207,STATE,1,82,
8233,STATE,2,82,
8240,STATE,3,82,
8245,STATE,4,82,
8254,STATE,5,82,
8270,STATE,6,82,
8292,STATE,7,82,
8297,STATE,0,83,
8318,STATE,1,83,
8322,STATE,2,83,
8343,STATE,3,83,
8346,STATE,4,83,
8369,STATE,5,83,
8375,STATE,6,83,
8379,STATE,7,83,
8410,STATE,0,84,
8419,STATE,1,84,
8419,STATE,2,84,
8436,STATE,3,84,
8444,STATE,4,84,
8463,STATE,5,84,
8481,STATE,7,84,
8485,STATE,6,84,
8501,STATE,0,85,
8516,STATE,2,85,
8522,STATE,1,85,
8544,STATE,3,85,
8546,STATE,4,85,
8569,STATE,5,85,
8580,STATE,7,85,
8582,STATE,6,85,
8603,STATE,0,86,
8610,STATE,1,86,
8627,STATE,3,86,
8634,STATE,2,86,
8651,STATE,4,86,
8660,STATE,5,86,
8674,STATE,6,86,
8691,STATE,7,86,
8699,STATE,0,87,
8704,STATE,1,87,
8730,STATE,2,87,
8733,STATE,3,87,
8747,STATE,4,87,
8763,STATE,5,87,
8780,STATE,7,87,
8785,STATE,6,87,
8792,STATE,0,88,
8819,STATE,1,88,
8830,STATE,2,88,
8841,STATE,3,88,
8842,STATE,4,88,
8864,STATE,5,88,
8876,STATE,6,88,
8887,STATE,7,88,
8893,STATE,0,89,
8909,STATE,1,89,
8926,STATE,2,89,
8936,STATE,3,89,
8958,STATE,4,89,
8961,STATE,5,89,
8984,STATE,6,89,
8990,STATE,7,89,
8993,STATE,0,90,
9008,STATE,1,90,
9024,STATE,2,90,
9042,STATE,4,90,
9045,STATE,3,90,
9055,STATE,5,90,
9072,STATE,6,90,
9093,STATE,7,90,
9105,STATE,0,91,
9106,STATE,1,91,
9126,STATE,2,91,
9141,STATE,4,91,
9147,STATE,3,91,
9171,STATE,5,91,
9176,STATE,6,91,
9193,STATE,7,91,
9195,STATE,0,92,
9208,STATE,1,92,
9210,RAISE,1,400,3000
9235,STATE,2,92,
9235,STATE,3,92,
9247,STATE,4,92,
9253,STATE,5,92,
9275,STATE,6,92,
9295,STATE,7,92,
9303,STATE,0,93,
9311,STATE,1,93,
9321,STATE,2,93,
9347,STATE,3,93,
9349,STATE,4,93,
9366,STATE,5,93,
9383,STATE,6,93,
9386,STATE,7,93,
9402,STATE,1,94,
9409,STATE,0,94,
9429,STATE,2,94,
9435,STATE,3,94,
9452,STATE,4,94,
9467,STATE,5,94,
9481,STATE,6,94,
9484,STATE,7,94,
9500,STATE,0,95,
9508,STATE,1,95,
9517,STATE,2,95,
9545,STATE,3,95,
9553,STATE,5,95,
9559,STATE,4,95,
9565,STATE,6,95,
9580,STATE,7,95,
9592,STATE,0,96,
9616,STATE,1,96,
9617,STATE,2,96,
9634,STATE,3,96,
9651,STATE,4,96,
9668,STATE,6,96,
9671,STATE,5,96,
9688,STATE,7,96,
9697,STATE,0,97,
9700,CLEAR,1,400,3000
9716,STATE,1,97,
9719,STATE,2,97,
9727,STATE,3,97,
9757,STATE,4,97,
9759,STATE,5,97,
9785,STATE,6,97,
9790,STATE,7,97,
9791,STATE,0,98,
9808,STATE,1,98,
9820,STATE,2,98,
9843,STATE,3,98,
9851,STATE,4,98,
9872,STATE,5,98,
9884,STATE,6,98,
9892,STATE,7,98,
9899,STATE,0,99,
9915,STATE,1,99,
9923,STATE,2,99,
9937,STATE,3,99,
9960,STATE,4,99,
9966,STATE,5,99,
9967,STATE,6,99,
9989,STATE,7,99,
9996,STATE,0,100,
10009,STATE,1,100,
10015,STATE,2,100,
10029,STATE,3,100,
10048,STATE,4,100,
10056,STATE,5,100,
10074,STATE,6,100,
10092,STATE,7,100,
10097,STATE,0,101,
10108,STATE,1,101,
10117,STATE,2,101,
10133,STATE,3,101,
10158,STATE,4,101,
10161,STATE,5,101,
10174,STATE,6,101,
10192,STATE,7,101,
10193,STATE,0,102,
10212,STATE,1,102,
10228,STATE,2,102,
10241,STATE,3,102,
10243,STATE,4,102,
10260,STATE,5,102,
10268,STATE,6,102,
10278,STATE,7,102,
10301,STATE,0,103,
10321,STATE,1,103,
10335,STATE,2,103,
10341,STATE,3,103,
10350,STATE,4,103,
10370,STATE,5,103,
10378,STATE,6,103,
10395,STATE,0,104,
10397,STATE,7,103,
10420,STATE,1,104,
10421,STATE,2,104,
10428,STATE,3,104,
10456,STATE,4,104,
10459,STATE,5,104,
10468,STATE,6,104,
10496,STATE,7,104,
10506,STATE,0,105,
10514,STATE,1,105,
10531,STATE,3,105,
10535,STATE,2,105,
10538,RAISE,2,400,3000
10554,STATE,4,105,
10557,STATE,5,105,
10585,STATE,6,105,
10589,STATE,7,105,
10596,STATE,0,106,
10621,STATE,1,106,
10624,STATE,2,106,
10628,STATE,3,106,
10655,STATE,4,106,
10662,STATE,5,106,
10679,STATE,6,106,
10695,STATE,7,106,
10709,STATE,0,107,
10722,STATE,1,107,
10731,STATE,3,107,
10734,STATE,2,107,
10741,STATE,4,107,
10761,STATE,5,107,
10772,STATE,6,107,
10787,STATE,7,107,
10798,STATE,0,108,
10810,STATE,1,108,
10822,STATE,2,108,
10844,STATE,3,108,
10847,STATE,4,108,
10867,STATE,5,108,
10884,STATE,6,108,
10884,STATE,7,108,
10898,STATE,0,109,
10902,STATE,1,109,
10926,STATE,2,109,
10944,STATE,3,109,
10950,STATE,4,109,
10968,STATE,5,109,
10983,STATE,6,109,
10987,STATE,7,109,
10993,STATE,0,110,
11004,STATE,1,110,
11035,STATE,2,110,
11039,STATE,3,110,
11056,STATE,4,110,
11060,STATE,5,110,
11071,STATE,6,110,
11090,STATE,7,110,
11105,STATE,0,111,
11119,STATE,1,111,
11119,STATE,2,111,
11137,STATE,3,111,
11146,STATE,4,111,
11168,STATE,5,111,
11179,STATE,6,111,
11195,STATE,7,111,
11206,STATE,0,112,
11215,STATE,1,112,
11228,STATE,2,112,
11241,STATE,3,112,
11252,STATE,4,112,
11267,STATE,5,112,
11283,STATE,6,112,
11293,STATE,7,112,
11307,STATE,0,113,
11321,STATE,2,113,
11322,STATE,1,113,
11333,STATE,3,113,
11345,STATE,4,113,
11368,STATE,6,113,
11372,STATE,5,113,
11384,STATE,7,113,
11405,STATE,0,114,
11418,STATE,1,114,
11427,STATE,2,114,
11434,STATE,3,114,
11456,STATE,5,114,
11460,STATE,4,114,
11477,STATE,6,114,
11488,STATE,7,114,
11490,STATE,0,115,
11518,STATE,1,115,
11528,STATE,2,115,
11535,STATE,3,115,
11542,STATE,4,115,
11552,STATE,5,115,
11582,STATE,6,115,
11584,STATE,7,115,
11602,STATE,1,116,
11609,STATE,0,116,
11624,STATE,2,116,
11646,STATE,3,116,
11646,STATE,4,116,
11671,STATE,5,116,
11684,STATE,6,116,
11695,STATE,0,117,
11695,STATE,7,116,
11717,STATE,1,117,
11725,STATE,2,117,
11736,STATE,3,117,
11746,STATE,4,117,
11755,STATE,5,117,
11781,STATE,6,117,
11782,STATE,7,117,
11794,STATE,0,118,
11803,STATE,1,118,
11825,STATE,2,118,
11846,STATE,3,118,
11858,STATE,4,118,
11865,STATE,6,118,
11866,STATE,5,118,
11895,STATE,7,118,
11896,STATE,0,119,
11904,STATE,1,119,
11925,STATE,2,119,
11929,STATE,3,119,
11947,STATE,4,119,
11958,STATE,5,119,
11974,STATE,6,119,
11980,STATE,7,119,
12008,STATE,0,120,
12019,STATE,1,120,
12032,STATE,3,120,
12034,STATE,2,120,
12054,STATE,5,120,
12060,STATE,4,120,
12075,STATE,6,120,
12085,STATE,7,120,
12091,STATE,0,121,
12105,STATE,1,121,
12131,STATE,3,121,
12132,STATE,2,121,
12148,STATE,4,121,
12169,STATE,6,121,
12171,STATE,5,121,
12191,STATE,7,121,
12210,STATE,0,122,
12210,RAISE,1,400,3000
12218,STATE,1,122,
12227,STATE,2,122,
12233,STATE,3,122,
12241,RAISE,2,400,3000
12243,STATE,4,122,
12253,STATE,5,122,
12270,STATE,6,122,
12293,STATE,7,122,
12304,STATE,0,123,
12313,STATE,1,123,
12335,STATE,2,123,
12340,STATE,4,123,
12343,STATE,3,123,
12369,STATE,5,123,
12369,STATE,6,123,
12396,STATE,7,123,
12400,STATE,0,124,
12402,STATE,1,124,
12425,STATE,2,124,
12431,STATE,3,124,
12446,STATE,4,124,
12457,STATE,5,124,
12466,STATE,6,124,
12489,STATE,7,124,
12497,STATE,0,125,
12505,STATE,1,125,
12527,STATE,2,125,
12528,RAISE,2,400,3000
12542,STATE,3,125,
12546,STATE,4,125,
12565,STATE,5,125,
12567,STATE,6,125,
12586,STATE,7,125,
12601,STATE,0,126,
12614,STATE,1,126,
12630,STATE,2,126,
12630,STATE,3,126,
12656,STATE,4,126,
12658,STATE,5,126,
12673,STATE,6,126,
12692,STATE,7,126,
12700,CLEAR,1,400,3000
12701,STATE,0,127,
12712,STATE,1,127,
12720,STATE,2,127,
12743,STATE,3,127,
12760,STATE,4,127,
12763,STATE,5,127,
12768,STATE,6,127,
12792,STATE,7,127,
12801,STATE,0,128,
12806,STATE,1,128,
12819,STATE,2,128,
12832,STATE,3,128,
12843,STATE,4,128,
12859,RAISE,2,400,3000
12872,STATE,5,128,
12877,STATE,6,128,
12890,STATE,0,129,
12893,STATE,7,128,
12906,STATE,1,129,
12916,STATE,2,129,
12943,STATE,3,129,
12951,STATE,4,129,
12969,STATE,5,129,
12972,STATE,6,129,
12981,STATE,7,129,
12996,STATE,0,130,
13016,STATE,2,130,
13018,STATE,1,130,
13043,STATE,3,130,
13052,STATE,4,130,
13061,STATE,5,130,
13067,STATE,6,130,
13083,STATE,7,130,
13100,STATE,0,131,
13111,STATE,1,131,
13135,STATE,2,131,
13136,STATE,3,131,
13152,STATE,4,131,
13165,STATE,5,131,
13177,STATE,6,131,
13194,STATE,7,131,
13210,STATE,0,132,
13220,STATE,1,132,
13232,STATE,2,132,
13237,STATE,3,132,
13253,STATE,5,132,
13256,STATE,4,132,
13277,STATE,7,132,
13282,STATE,6,132,
13302,STATE,0,133,
13317,STATE,1,133,
13333,STATE,2,133,
13335,STATE,3,133,
13356,STATE,5,133,
13357,STATE,4,133,
13360,RAISE,2,400,3000
13372,STATE,6,133,
13381,STATE,7,133,
13400,STATE,0,134,
13418,STATE,1,134,
13427,STATE,2,134,
13441,STATE,3,134,
13457,STATE,5,134,
13458,STATE,4,134,
13470,STATE,6,134,
13477,STATE,7,134,
13506,STATE,1,135,
13510,STATE,0,135,
13515,STATE,2,135,
13533,STATE,3,135,
13554,STATE,4,135,
13559,STATE,5,135,
13580,STATE,6,135,
13591,STATE,7,135,
13593,STATE,0,136,
13607,STATE,1,136,
13628,STATE,2,136,
13635,STATE,3,136,
13652,STATE,4,136,
13653,STATE,5,136,
13681,STATE,6,136,
13689,STATE,7,136,
13697,STATE,0,137,
13711,STATE,1,137,
13724,STATE,2,137,
13735,STATE,3,137,
13742,STATE,4,137,
13763,STATE,5,137,
13777,STATE,6,137,
13781,STATE,7,137,
13797,STATE,0,138,
13809,STATE,1,138,
13817,STATE,2,138,
13834,STATE,3,138,
13851,STATE,4,138,
13857,STATE,5,138,
13885,STATE,6,138,
13885,STATE,7,138,
13898,STATE,0,139,
13917,STATE,2,139,
13921,STATE,1,139,
13930,STATE,3,139,
13941,STATE,4,139,
13967,STATE,5,139,
13968,STATE,6,139,
13979,STATE,7,139,
13992,STATE,0,140,
14008,STATE,1,140,
14030,STATE,2,140,
14037,STATE,3,140,
14045,STATE,4,140,
14067,STATE,6,140,
14071,STATE,5,140,
14083,STATE,7,140,
14098,STATE,0,141,
14104,STATE,1,141,
14121,STATE,2,141,
14134,STATE,3,141,
14143,STATE,4,141,
14154,STATE,5,141,
14183,STATE,6,141,
14192,STATE,0,142,
14195,STATE,7,141,
14218,STATE,1,142,
14234,STATE,2,142,
14244,STATE,3,142,
14244,STATE,4,142,
14269,STATE,5,142,
14285,STATE,6,142,
14285,STATE,7,142,
14296,STATE,0,143,
14311,STATE,1,143,
14319,STATE,2,143,
14341,STATE,3,143,
14344,STATE,4,143,
14371,STATE,5,143,
